symbol,open,high,low,close,volume,adjclose,dividends,splits
GGBR4.SA,23.342857360839844,23.60952377319336,23.152379989624023,23.495237350463867,8229480,21.203428268432617,0.0,0.0
GGBR4.SA,23.799999237060547,23.91428565979004,22.885713577270508,22.91428565979004,9500925,20.67914390563965,0.0,0.0
GGBR4.SA,22.83809471130371,23.095237731933594,22.571428298950195,22.819047927856445,6318060,20.593196868896484,0.0,0.0
GGBR4.SA,22.761903762817383,22.95237922668457,22.342857360839844,22.41904640197754,10100685,20.232213973999023,0.0,0.0
GGBR4.SA,22.628570556640625,22.685714721679688,22.209522247314453,22.209522247314453,15092070,20.043127059936523,0.0,0.0
GGBR4.SA,22.22857093811035,22.352380752563477,21.561904907226562,22.238094329833984,13285650,20.068910598754883,0.0,0.0
GGBR4.SA,22.466665267944336,23.209522247314453,22.342857360839844,22.923809051513672,13025460,20.687740325927734,0.0,0.0
GGBR4.SA,23.180952072143555,23.990476608276367,23.161903381347656,23.25714111328125,8527365,20.988557815551758,0.0,0.0
GGBR4.SA,23.095237731933594,23.28571319580078,22.733333587646484,22.95237922668457,11171475,20.713523864746094,0.0,0.0
GGBR4.SA,23.14285659790039,23.190475463867188,22.36190414428711,22.514284133911133,19782105,20.318161010742188,0.0,0.0
GGBR4.SA,23.009523391723633,23.399999618530273,22.75238037109375,23.371427536010742,39419940,21.091693878173828,0.0,0.0
GGBR4.SA,23.647619247436523,24.095237731933594,23.209522247314453,23.438095092773438,13639185,21.151859283447266,0.0,0.0
GGBR4.SA,23.047618865966797,23.371427536010742,22.495237350463867,22.552379608154297,11918130,20.3525390625,0.0,0.0
GGBR4.SA,22.409523010253906,22.571428298950195,21.409523010253906,21.714284896850586,25872000,19.596195220947266,0.0,0.0
GGBR4.SA,21.799999237060547,22.009523391723633,21.59047508239746,21.714284896850586,7089600,19.596195220947266,0.0,0.0
GGBR4.SA,21.495237350463867,22.180952072143555,21.485713958740234,21.895238876342773,17055045,19.759498596191406,0.0,0.0
GGBR4.SA,21.714284896850586,23.27618980407715,21.69523811340332,23.152379989624023,23034900,20.894014358520508,0.0,0.0
GGBR4.SA,23.08571434020996,23.152379989624023,22.66666603088379,22.94285774230957,14775180,20.70492935180664,0.0,0.0
GGBR4.SA,23.038095474243164,23.36190414428711,22.857141494750977,22.9809513092041,9990015,20.739307403564453,0.0,0.0
GGBR4.SA,23.39047622680664,23.895238876342773,23.295238494873047,23.5047607421875,19034715,21.21202278137207,0.0,0.0
GGBR4.SA,23.047618865966797,23.161903381347656,22.685714721679688,23.152379989624023,10892280,20.894014358520508,0.0,0.0
GGBR4.SA,22.94285774230957,23.123809814453125,22.5047607421875,22.53333282470703,5979120,20.335351943969727,0.0,0.0
GGBR4.SA,22.580951690673828,22.761903762817383,22.409523010253906,22.63809585571289,11209065,20.429893493652344,0.0,0.0
GGBR4.SA,22.714284896850586,22.83809471130371,22.4761905670166,22.580951690673828,6321315,20.378324508666992,0.0,0.0
GGBR4.SA,22.380952835083008,22.647619247436523,22.076190948486328,22.5047607421875,8483580,20.309566497802734,0.0,0.0
GGBR4.SA,22.371427536010742,23.60952377319336,22.295238494873047,23.27618980407715,12504030,21.005746841430664,0.0,0.0
GGBR4.SA,23.876190185546875,24.352380752563477,23.561904907226562,23.95237922668457,14979930,21.615978240966797,0.0,0.0
GGBR4.SA,24.4761905670166,24.75238037109375,24.171428680419922,24.295238494873047,12065655,21.92539405822754,0.0,0.0
GGBR4.SA,24.44761848449707,24.514284133911133,23.80952262878418,24.047618865966797,13561590,21.701927185058594,0.0,0.0
GGBR4.SA,24.152379989624023,24.552379608154297,24.0285701751709,24.323808670043945,12859770,21.9511775970459,0.0,0.0
GGBR4.SA,24.209522247314453,24.95237922668457,24.209522247314453,24.36190414428711,15522675,21.98555564880371,0.0,0.0
GGBR4.SA,24.761903762817383,24.80952262878418,24.39047622680664,24.59047508239746,10827495,22.191831588745117,0.0,0.0
GGBR4.SA,24.485713958740234,24.876190185546875,24.200000762939453,24.628570556640625,8048565,22.226211547851562,0.0,0.0
GGBR4.SA,24.28571319580078,24.847618103027344,24.200000762939453,24.676189422607422,9315180,22.269187927246094,0.0,0.0
GGBR4.SA,24.600000381469727,24.799999237060547,23.9809513092041,24.095237731933594,7877835,21.744903564453125,0.0,0.0
GGBR4.SA,24.27618980407715,24.733333587646484,24.019046783447266,24.600000381469727,7097580,22.200428009033203,0.0,0.0
GGBR4.SA,24.91428565979004,25.08571434020996,24.542856216430664,24.961904525756836,8219925,22.52703094482422,0.0,0.0
GGBR4.SA,24.961904525756836,25.076190948486328,24.428571701049805,24.580951690673828,10253670,22.183238983154297,0.0,0.0
GGBR4.SA,24.742856979370117,25.333332061767578,24.342857360839844,25.200000762939453,10953600,22.741901397705078,0.0,0.0
GGBR4.SA,25.190475463867188,25.923809051513672,25.0,25.69523811340332,11845785,23.188833236694336,0.0,0.0
GGBR4.SA,25.21904754638672,25.80952262878418,25.21904754638672,25.580951690673828,11910675,23.085693359375,0.0,0.0
GGBR4.SA,25.5047607421875,25.80952262878418,25.24761962890625,25.438095092773438,8289855,22.956771850585938,0.0,0.0
GGBR4.SA,25.380952835083008,25.75238037109375,24.9809513092041,25.371427536010742,13602435,22.8966064453125,0.0,0.0
GGBR4.SA,25.380952835083008,25.571428298950195,24.60952377319336,25.314285278320312,10435530,22.84503936767578,0.0,0.0
GGBR4.SA,25.019046783447266,25.161903381347656,23.685714721679688,24.39047622680664,14711970,22.011341094970703,0.0,0.0
GGBR4.SA,24.0,25.0285701751709,23.761903762817383,24.5238094329834,11855655,22.131668090820312,0.0,0.0
GGBR4.SA,24.876190185546875,25.14285659790039,24.495237350463867,24.9809513092041,19994415,22.544219970703125,0.0,0.0
GGBR4.SA,24.704761505126953,24.742856979370117,24.22857093811035,24.552379608154297,6326670,22.157453536987305,0.0,0.0
GGBR4.SA,25.428571701049805,26.190475463867188,25.24761962890625,25.676189422607422,16427565,23.171640396118164,0.0,0.0
GGBR4.SA,25.485713958740234,25.628570556640625,24.97142791748047,25.30476188659668,13691685,22.836444854736328,0.0,0.0
GGBR4.SA,25.152379989624023,26.133333206176758,24.923809051513672,25.94285774230957,14729925,23.41229820251465,0.0,0.0
GGBR4.SA,26.295238494873047,27.514284133911133,26.200000762939453,27.152379989624023,26724810,24.50383949279785,0.0,0.0
GGBR4.SA,26.552379608154297,27.580951690673828,26.495237350463867,27.190475463867188,23627835,24.53822135925293,0.0,0.0
GGBR4.SA,27.619047164916992,29.80952262878418,27.59047508239746,29.63809585571289,33296235,26.747089385986328,0.0,0.0
GGBR4.SA,29.97142791748047,30.342857360839844,29.190475463867188,29.714284896850586,15289365,26.815847396850586,0.0,0.0
GGBR4.SA,29.923809051513672,30.161903381347656,28.933332443237305,29.11428451538086,10365075,26.27437400817871,0.0,0.0
GGBR4.SA,28.80952262878418,29.05714225769043,28.27618980407715,28.91428565979004,12384855,26.093883514404297,0.0,0.0
GGBR4.SA,29.27618980407715,29.428571701049805,28.200000762939453,28.409523010253906,10256925,25.638357162475586,0.0,0.0
GGBR4.SA,28.657142639160156,28.80952262878418,28.009523391723633,28.66666603088379,13717200,25.870418548583984,0.0,0.0
GGBR4.SA,26.457141876220703,27.66666603088379,26.457141876220703,27.571428298950195,13876380,26.7960147857666,2.047619,0.0
GGBR4.SA,27.514284133911133,28.0,27.22857093811035,27.961904525756836,10036635,27.175508499145508,0.0,0.0
GGBR4.SA,28.133333206176758,28.600000381469727,27.69523811340332,28.238094329833984,5511870,27.443931579589844,0.0,0.0
GGBR4.SA,28.342857360839844,28.78095245361328,27.742856979370117,27.97142791748047,6581400,27.184764862060547,0.0,0.0
GGBR4.SA,27.904760360717773,28.209522247314453,27.36190414428711,27.876190185546875,12126555,27.092205047607422,0.0,0.0
GGBR4.SA,28.14285659790039,29.742856979370117,28.08571434020996,29.542856216430664,20677965,28.711997985839844,0.0,0.0
GGBR4.SA,29.514284133911133,30.933332443237305,29.342857360839844,30.066665649414062,35012880,29.2210750579834,0.0,0.0
GGBR4.SA,30.076190948486328,30.076190948486328,29.152379989624023,29.21904754638672,13234095,28.397296905517578,0.0,0.0
GGBR4.SA,29.5238094329834,30.104761123657227,28.571428298950195,29.619047164916992,11955195,28.786046981811523,0.0,0.0
GGBR4.SA,29.742856979370117,30.22857093811035,29.076190948486328,29.190475463867188,12285000,28.36952781677246,0.0,0.0
GGBR4.SA,29.485713958740234,30.180952072143555,29.123809814453125,29.571428298950195,13028715,28.73976707458496,0.0,0.0
GGBR4.SA,29.161903381347656,29.790475845336914,28.44761848449707,29.5047607421875,14691180,28.67497444152832,0.0,0.0
GGBR4.SA,29.704761505126953,30.161903381347656,29.36190414428711,29.457141876220703,8504475,28.628694534301758,0.0,0.0
GGBR4.SA,29.885713577270508,30.209522247314453,29.428571701049805,29.97142791748047,10707165,29.128517150878906,0.0,0.0
GGBR4.SA,29.685714721679688,29.91428565979004,29.08571434020996,29.771427154541016,10379250,28.934141159057617,0.0,0.0
GGBR4.SA,29.933332443237305,30.22857093811035,29.438095092773438,29.485713958740234,14026635,28.656461715698242,0.0,0.0
GGBR4.SA,29.428571701049805,29.685714721679688,28.95237922668457,29.63809585571289,13866510,28.8045597076416,0.0,0.0
GGBR4.SA,29.923809051513672,30.05714225769043,28.733333587646484,28.799999237060547,16959180,27.990034103393555,0.0,0.0
GGBR4.SA,28.78095245361328,28.97142791748047,28.36190414428711,28.733333587646484,20709045,27.925243377685547,0.0,0.0
GGBR4.SA,28.4761905670166,29.038095474243164,28.133333206176758,28.333332061767578,12794145,27.53649139404297,0.0,0.0
GGBR4.SA,28.438095092773438,29.342857360839844,28.399999618530273,29.0,12344640,28.18440818786621,0.0,0.0
GGBR4.SA,29.28571319580078,29.323808670043945,28.799999237060547,28.9809513092041,10062360,28.165895462036133,0.0,0.0
GGBR4.SA,28.885713577270508,28.885713577270508,27.847618103027344,28.438095092773438,15986355,27.638307571411133,0.0,0.0
GGBR4.SA,28.514284133911133,28.53333282470703,26.990476608276367,27.333332061767578,25124190,26.56461524963379,0.0,0.0
GGBR4.SA,27.333332061767578,27.380952835083008,26.819047927856445,26.83809471130371,6033510,26.08330535888672,0.0,0.0
GGBR4.SA,27.209522247314453,28.399999618530273,27.095237731933594,28.171428680419922,14585760,27.379140853881836,0.0,0.0
GGBR4.SA,28.371427536010742,28.647619247436523,27.95237922668457,28.047618865966797,8879220,27.258811950683594,0.0,0.0
GGBR4.SA,28.200000762939453,28.371427536010742,27.923809051513672,27.97142791748047,8650110,27.184764862060547,0.0,0.0
GGBR4.SA,27.885713577270508,28.266666412353516,27.428571701049805,28.05714225769043,5094495,27.268068313598633,0.0,0.0
GGBR4.SA,27.961904525756836,28.819047927856445,27.790475845336914,28.11428451538086,14296380,27.323604583740234,0.0,0.0
GGBR4.SA,28.22857093811035,28.22857093811035,27.542856216430664,27.9809513092041,8110830,27.194021224975586,0.0,0.0
GGBR4.SA,28.190475463867188,28.9809513092041,27.63809585571289,28.66666603088379,12302535,27.860448837280273,0.0,0.0
GGBR4.SA,29.066665649414062,29.580951690673828,28.83809471130371,28.885713577270508,11896080,28.073335647583008,0.0,0.0
GGBR4.SA,28.78095245361328,29.857141494750977,28.771427154541016,29.4761905670166,10913910,28.647207260131836,0.0,0.0
GGBR4.SA,29.22857093811035,30.561904907226562,29.22857093811035,30.295238494873047,16097865,29.443220138549805,0.0,0.0
GGBR4.SA,30.4761905670166,30.714284896850586,29.36190414428711,30.600000381469727,14620410,29.739412307739258,0.0,0.0
GGBR4.SA,30.714284896850586,31.047618865966797,30.438095092773438,30.714284896850586,10622220,29.850481033325195,0.0,0.0
GGBR4.SA,30.714284896850586,31.05714225769043,30.561904907226562,30.885713577270508,8378370,30.017087936401367,0.0,0.0
GGBR4.SA,30.66666603088379,30.66666603088379,29.771427154541016,30.371427536010742,5825715,29.51726722717285,0.0,0.0
GGBR4.SA,30.571428298950195,31.41904640197754,30.323808670043945,30.80952262878418,10996440,29.94304084777832,0.0,0.0
GGBR4.SA,31.14285659790039,32.266666412353516,31.009523391723633,31.819047927856445,16528890,30.92417335510254,0.0,0.0
GGBR4.SA,31.5238094329834,32.14285659790039,31.5238094329834,31.904760360717773,12321750,31.007476806640625,0.0,0.0
GGBR4.SA,31.742856979370117,32.009521484375,31.438095092773438,31.619047164916992,9931215,30.729799270629883,0.0,0.0
GGBR4.SA,31.866666793823242,32.095237731933594,30.857141494750977,30.94285774230957,8191890,30.0726261138916,0.0,0.0
GGBR4.SA,30.857141494750977,31.21904754638672,30.495237350463867,30.847618103027344,7357350,29.980064392089844,0.0,0.0
GGBR4.SA,30.799999237060547,30.961904525756836,30.171428680419922,30.742856979370117,11818800,29.878250122070312,0.0,0.0
GGBR4.SA,30.95237922668457,31.514284133911133,30.904760360717773,31.428571701049805,7479570,30.544679641723633,0.0,0.0
GGBR4.SA,31.5238094329834,31.72380828857422,30.514284133911133,30.733333587646484,7688205,29.868993759155273,0.0,0.0
GGBR4.SA,30.94285774230957,31.11428451538086,30.514284133911133,30.876190185546875,6029100,30.00783348083496,0.0,0.0
GGBR4.SA,30.95237922668457,31.685714721679688,30.742856979370117,31.180952072143555,12255180,30.30402374267578,0.0,0.0
GGBR4.SA,31.05714225769043,31.123809814453125,30.066665649414062,30.59047508239746,9573900,29.730154037475586,0.0,0.0
GGBR4.SA,30.333332061767578,30.438095092773438,29.123809814453125,29.209522247314453,12166560,28.388038635253906,0.0,0.0
GGBR4.SA,29.28571319580078,29.9809513092041,29.133333206176758,29.571428298950195,8952195,28.73976707458496,0.0,0.0
GGBR4.SA,29.133333206176758,29.580951690673828,28.628570556640625,29.333332061767578,10647525,28.508365631103516,0.0,0.0
GGBR4.SA,29.333332061767578,30.038095474243164,29.047618865966797,29.75238037109375,9139515,28.915630340576172,0.0,0.0
GGBR4.SA,29.80952262878418,29.94285774230957,29.399999618530273,29.657142639160156,9933105,28.823070526123047,0.0,0.0
GGBR4.SA,28.5047607421875,28.63809585571289,27.21904754638672,27.30476188659668,31029600,26.536848068237305,0.0,0.0
GGBR4.SA,27.095237731933594,27.790475845336914,26.704761505126953,26.97142791748047,18826605,26.212888717651367,0.0,0.0
GGBR4.SA,26.69523811340332,27.323808670043945,26.104761123657227,27.22857093811035,9877980,26.462799072265625,0.0,0.0
GGBR4.SA,27.4761905670166,27.799999237060547,27.0,27.295238494873047,9173220,26.5275936126709,0.0,0.0
GGBR4.SA,27.238094329833984,27.438095092773438,26.828571319580078,27.180952072143555,9788310,26.416521072387695,0.0,0.0
GGBR4.SA,27.28571319580078,28.0,27.28571319580078,27.485713958740234,10158225,26.712709426879883,0.0,0.0
GGBR4.SA,27.799999237060547,27.799999237060547,26.904760360717773,27.22857093811035,7795515,26.462799072265625,0.0,0.0
GGBR4.SA,27.047618865966797,27.30476188659668,26.466665267944336,26.80952262878418,6261255,26.055538177490234,0.0,0.0
GGBR4.SA,26.94285774230957,27.399999618530273,26.5238094329834,27.095237731933594,8621235,26.333215713500977,0.0,0.0
GGBR4.SA,26.95237922668457,27.53333282470703,26.4761905670166,26.714284896850586,7690515,25.96297836303711,0.0,0.0
GGBR4.SA,26.63809585571289,27.133333206176758,26.514284133911133,26.857141494750977,5389020,26.101816177368164,0.0,0.0
GGBR4.SA,26.80952262878418,27.428571701049805,26.771427154541016,27.266666412353516,16382310,26.49982261657715,0.0,0.0
GGBR4.SA,27.14285659790039,28.5238094329834,27.14285659790039,28.11428451538086,19170375,27.323604583740234,0.0,0.0
GGBR4.SA,28.104761123657227,28.561904907226562,27.828571319580078,28.161903381347656,9037350,27.369882583618164,0.0,0.0
GGBR4.SA,28.352380752563477,28.885713577270508,27.876190185546875,28.019046783447266,9632385,27.23104476928711,0.0,0.0
GGBR4.SA,27.799999237060547,28.14285659790039,26.9809513092041,27.123809814453125,11043585,26.360984802246094,0.0,0.0
GGBR4.SA,27.190475463867188,27.628570556640625,26.66666603088379,26.75238037109375,9202620,26.000001907348633,0.0,0.0
GGBR4.SA,26.904760360717773,27.409523010253906,26.819047927856445,27.25714111328125,10606050,26.49056625366211,0.0,0.0
GGBR4.SA,27.076190948486328,27.36190414428711,26.076190948486328,26.076190948486328,17374560,25.34282875061035,0.0,0.0
GGBR4.SA,25.9809513092041,26.438095092773438,25.60952377319336,25.704761505126953,8686440,24.98184585571289,0.0,0.0
GGBR4.SA,25.552379608154297,25.847618103027344,25.352380752563477,25.428571701049805,9870945,24.713422775268555,0.0,0.0
GGBR4.SA,25.580951690673828,26.0285701751709,25.571428298950195,25.761903762817383,10365285,25.037382125854492,0.0,0.0
GGBR4.SA,25.171428680419922,25.190475463867188,23.961904525756836,24.380952835083008,21523215,23.871768951416016,0.190476,0.0
GGBR4.SA,24.485713958740234,24.819047927856445,24.066665649414062,24.63809585571289,14715540,24.1235408782959,0.0,0.0
GGBR4.SA,24.657142639160156,24.819047927856445,24.066665649414062,24.28571319580078,19031355,23.778518676757812,0.0,0.0
GGBR4.SA,24.200000762939453,24.457141876220703,24.0,24.14285659790039,8024205,23.63864517211914,0.0,0.0
GGBR4.SA,24.161903381347656,24.657142639160156,24.11428451538086,24.399999618530273,7519575,23.890417098999023,0.0,0.0
GGBR4.SA,24.299999237060547,24.979999542236328,24.0,24.5,13723800,23.98832893371582,0.0,1.05
GGBR4.SA,24.420000076293945,25.229999542236328,24.040000915527344,24.299999237060547,12633300,23.792505264282227,0.0,0.0
GGBR4.SA,24.520000457763672,24.809999465942383,24.200000762939453,24.59000015258789,8173800,24.07645034790039,0.0,0.0
GGBR4.SA,24.860000610351562,24.959999084472656,24.510000228881836,24.68000030517578,4715300,24.164569854736328,0.0,0.0
GGBR4.SA,24.709999084472656,25.100000381469727,24.610000610351562,24.770000457763672,4732000,24.2526912689209,0.0,0.0
GGBR4.SA,24.8700008392334,25.049999237060547,24.469999313354492,24.700000762939453,6685700,24.184152603149414,0.0,0.0
GGBR4.SA,25.1200008392334,25.649999618530273,24.989999771118164,25.5,12176100,24.967445373535156,0.0,0.0
GGBR4.SA,25.540000915527344,26.100000381469727,25.260000228881836,25.290000915527344,11354700,24.761831283569336,0.0,0.0
GGBR4.SA,25.149999618530273,25.65999984741211,24.799999237060547,25.399999618530273,7677800,24.86953353881836,0.0,0.0
GGBR4.SA,25.350000381469727,25.5,24.780000686645508,24.780000686645508,8866600,24.262481689453125,0.0,0.0
GGBR4.SA,24.780000686645508,24.780000686645508,23.829999923706055,24.040000915527344,8700200,23.53793716430664,0.0,0.0
GGBR4.SA,23.93000030517578,24.1299991607666,23.709999084472656,23.940000534057617,6307300,23.440025329589844,0.0,0.0
GGBR4.SA,24.200000762939453,24.989999771118164,24.020000457763672,24.610000610351562,11333900,24.096033096313477,0.0,0.0
GGBR4.SA,25.190000534057617,26.170000076293945,25.1299991607666,25.920000076293945,13943200,25.378673553466797,0.0,0.0
GGBR4.SA,26.139999389648438,26.139999389648438,25.56999969482422,25.670000076293945,13118100,25.133893966674805,0.0,0.0
GGBR4.SA,25.649999618530273,26.100000381469727,25.489999771118164,25.940000534057617,10903200,25.398256301879883,0.0,0.0
GGBR4.SA,25.729999542236328,26.3700008392334,25.559999465942383,26.149999618530273,10850900,25.603870391845703,0.0,0.0
GGBR4.SA,26.200000762939453,26.639999389648438,25.93000030517578,26.010000228881836,5377800,25.466794967651367,0.0,0.0
GGBR4.SA,26.260000228881836,26.3700008392334,25.729999542236328,26.049999237060547,5093000,25.505958557128906,0.0,0.0
GGBR4.SA,25.700000762939453,25.84000015258789,25.18000030517578,25.56999969482422,6040000,25.035982131958008,0.0,0.0
GGBR4.SA,25.31999969482422,26.06999969482422,25.299999237060547,25.889999389648438,9703700,25.34929847717285,0.0,0.0
GGBR4.SA,25.209999084472656,25.459999084472656,24.790000915527344,25.139999389648438,7104700,24.61496353149414,0.0,0.0
GGBR4.SA,24.790000915527344,24.860000610351562,24.049999237060547,24.260000228881836,8436300,23.753341674804688,0.0,0.0
GGBR4.SA,24.399999618530273,24.68000030517578,24.079999923706055,24.170000076293945,5905000,23.66522216796875,0.0,0.0
GGBR4.SA,24.200000762939453,24.739999771118164,23.989999771118164,24.440000534057617,6680600,23.929582595825195,0.0,0.0
GGBR4.SA,24.5,25.280000686645508,24.3700008392334,25.18000030517578,9264800,24.654129028320312,0.0,0.0
GGBR4.SA,25.020000457763672,25.309999465942383,24.15999984741211,24.43000030517578,11106200,23.91979217529297,0.0,0.0
GGBR4.SA,24.6299991607666,25.030000686645508,23.760000228881836,24.709999084472656,14364300,24.19394302368164,0.0,0.0
GGBR4.SA,25.049999237060547,25.299999237060547,23.639999389648438,23.690000534057617,13449600,23.19524574279785,0.0,0.0
GGBR4.SA,23.799999237060547,24.850000381469727,23.700000762939453,24.790000915527344,12416800,24.272274017333984,0.0,0.0
GGBR4.SA,25.200000762939453,25.299999237060547,24.670000076293945,25.020000457763672,7394400,24.49747085571289,0.0,0.0
GGBR4.SA,24.899999618530273,25.360000610351562,24.459999084472656,25.15999984741211,7245400,24.634546279907227,0.0,0.0
GGBR4.SA,25.200000762939453,25.34000015258789,24.059999465942383,24.3700008392334,13709200,23.861045837402344,0.0,0.0
GGBR4.SA,24.09000015258789,24.280000686645508,23.639999389648438,24.1200008392334,13496000,23.61626625061035,0.0,0.0
GGBR4.SA,24.1200008392334,24.549999237060547,23.809999465942383,24.260000228881836,12012900,23.753341674804688,0.0,0.0
GGBR4.SA,24.56999969482422,25.0,24.3700008392334,24.420000076293945,9404400,23.90999984741211,0.0,0.0
GGBR4.SA,24.030000686645508,24.270000457763672,23.149999618530273,23.350000381469727,13432500,23.350000381469727,0.51,0.0
GGBR4.SA,23.790000915527344,24.350000381469727,23.600000381469727,24.1200008392334,12187500,24.1200008392334,0.0,0.0
