symbol,open,high,low,close,volume,adjclose
RNEW3.SA,1.7000000476837158,1.8200000524520874,1.6799999475479126,1.809999942779541,57700,1.809999942779541
RNEW3.SA,1.809999942779541,1.8200000524520874,1.659999966621399,1.7799999713897705,38400,1.7799999713897705
RNEW3.SA,1.7899999618530273,2.1500000953674316,1.7699999809265137,1.9600000381469727,375000,1.9600000381469727
RNEW3.SA,2.0,2.0799999237060547,1.7899999618530273,1.7899999618530273,217600,1.7899999618530273
RNEW3.SA,1.7999999523162842,1.8600000143051147,1.7000000476837158,1.8200000524520874,125400,1.8200000524520874
RNEW3.SA,1.8700000047683716,1.909999966621399,1.809999942779541,1.8600000143051147,29800,1.8600000143051147
RNEW3.SA,1.8799999952316284,1.9199999570846558,1.7699999809265137,1.809999942779541,117300,1.809999942779541
RNEW3.SA,1.8300000429153442,1.8799999952316284,1.7999999523162842,1.809999942779541,53700,1.809999942779541
RNEW3.SA,1.7999999523162842,1.8300000429153442,1.75,1.7899999618530273,43800,1.7899999618530273
RNEW3.SA,1.75,1.809999942779541,1.7300000190734863,1.7799999713897705,18600,1.7799999713897705
RNEW3.SA,1.7899999618530273,1.8899999856948853,1.75,1.8700000047683716,84600,1.8700000047683716
RNEW3.SA,1.8700000047683716,2.009999990463257,1.840000033378601,1.840000033378601,51400,1.840000033378601
RNEW3.SA,1.840000033378601,1.9600000381469727,1.809999942779541,1.850000023841858,57200,1.850000023841858
RNEW3.SA,1.850000023841858,1.8700000047683716,1.7599999904632568,1.7999999523162842,28400,1.7999999523162842
RNEW3.SA,1.840000033378601,2.0899999141693115,1.809999942779541,2.049999952316284,187900,2.049999952316284
RNEW3.SA,2.049999952316284,2.0999999046325684,1.9700000286102295,2.069999933242798,85900,2.069999933242798
RNEW3.SA,2.0899999141693115,2.1500000953674316,2.0,2.140000104904175,116400,2.140000104904175
RNEW3.SA,2.130000114440918,2.1600000858306885,2.0399999618530273,2.1600000858306885,81700,2.1600000858306885
RNEW3.SA,2.200000047683716,2.2300000190734863,2.109999895095825,2.1700000762939453,48200,2.1700000762939453
RNEW3.SA,2.2200000286102295,2.3499999046325684,2.1700000762939453,2.309999942779541,274700,2.309999942779541
RNEW3.SA,2.309999942779541,2.4100000858306885,2.2100000381469727,2.3499999046325684,220200,2.3499999046325684
RNEW3.SA,2.3499999046325684,2.4000000953674316,2.25,2.299999952316284,63000,2.299999952316284
RNEW3.SA,2.2699999809265137,2.380000114440918,2.2699999809265137,2.380000114440918,58200,2.380000114440918
RNEW3.SA,2.380000114440918,2.380000114440918,2.319999933242798,2.3499999046325684,36100,2.3499999046325684
RNEW3.SA,2.3399999141693115,2.5799999237060547,2.2799999713897705,2.5799999237060547,128400,2.5799999237060547
RNEW3.SA,2.549999952316284,2.559999942779541,2.4700000286102295,2.5199999809265137,66300,2.5199999809265137
RNEW3.SA,2.509999990463257,2.5399999618530273,2.450000047683716,2.4700000286102295,26900,2.4700000286102295
RNEW3.SA,2.4800000190734863,2.5799999237060547,2.450000047683716,2.4700000286102295,86400,2.4700000286102295
RNEW3.SA,2.5199999809265137,2.690000057220459,2.450000047683716,2.619999885559082,218300,2.619999885559082
RNEW3.SA,2.690000057220459,2.75,2.5799999237060547,2.700000047683716,187100,2.700000047683716
RNEW3.SA,2.75,2.759999990463257,2.559999942779541,2.6500000953674316,78700,2.6500000953674316
