,symbol,date,open,high,low,close,volume,adjclose,weekday,dividends,splits
0,BRKM6.SA,2022-06-19,26.040000915527344,26.040000915527344,25.0,25.0,200.0,25.0,6,0,0
1,BRKM6.SA,2022-06-20,25.0,25.0,25.0,25.0,400.0,25.0,0,0,0
2,BRKM6.SA,2022-06-21,25.0,25.0,25.0,25.0,0.0,25.0,1,0,0
3,BRKM6.SA,2022-06-22,25.0,25.0,25.0,25.0,0.0,25.0,2,0,0
4,BRKM6.SA,2022-06-23,25.0,25.0,25.0,25.0,0.0,25.0,3,0,0
5,BRKM6.SA,2022-06-26,25.0,25.0,25.0,25.0,100.0,25.0,6,0,0
6,BRKM6.SA,2022-06-27,25.0,25.0,25.0,25.0,0.0,25.0,0,0,0
7,BRKM6.SA,2022-06-28,25.0,25.0,25.0,25.0,0.0,25.0,1,0,0
8,BRKM6.SA,2022-06-29,25.0,25.0,25.0,25.0,0.0,25.0,2,0,0
9,BRKM6.SA,2022-06-30,25.0,25.0,25.0,25.0,0.0,25.0,3,0,0
10,BRKM6.SA,2022-07-03,25.0,25.0,25.0,25.0,0.0,25.0,6,0,0
11,BRKM6.SA,2022-07-04,25.0,25.0,25.0,25.0,0.0,25.0,0,0,0
12,BRKM6.SA,2022-07-05,25.0,25.0,25.0,25.0,0.0,25.0,1,0,0
13,BRKM6.SA,2022-07-06,25.0,25.0,25.0,25.0,0.0,25.0,2,0,0
14,BRKM6.SA,2022-07-07,25.0,25.0,25.0,25.0,0.0,25.0,3,0,0
15,BRKM6.SA,2022-07-10,25.0,25.0,25.0,25.0,0.0,25.0,6,0,0
16,BRKM6.SA,2022-07-11,23.0,23.0,23.0,23.0,800.0,23.0,0,0,0
17,BRKM6.SA,2022-07-12,23.0,23.0,23.0,23.0,0.0,23.0,1,0,0
18,BRKM6.SA,2022-07-13,23.899999618530273,23.899999618530273,23.899999618530273,23.899999618530273,100.0,23.899999618530273,2,0,0
19,BRKM6.SA,2022-07-14,23.899999618530273,23.899999618530273,23.899999618530273,23.899999618530273,0.0,23.899999618530273,3,0,0
20,BRKM6.SA,2022-07-17,23.899999618530273,23.899999618530273,23.899999618530273,23.899999618530273,0.0,23.899999618530273,6,0,0
21,BRKM6.SA,2022-07-18,23.899999618530273,23.899999618530273,23.899999618530273,23.899999618530273,0.0,23.899999618530273,0,0,0
22,BRKM6.SA,2022-07-19,23.899999618530273,23.899999618530273,23.899999618530273,23.899999618530273,0.0,23.899999618530273,1,0,0
23,BRKM6.SA,2022-07-20,23.899999618530273,23.899999618530273,23.899999618530273,23.899999618530273,0.0,23.899999618530273,2,0,0
24,BRKM6.SA,2022-07-21,23.899999618530273,23.899999618530273,23.899999618530273,23.899999618530273,0.0,23.899999618530273,3,0,0
25,BRKM6.SA,2022-07-24,23.899999618530273,23.899999618530273,23.899999618530273,23.899999618530273,0.0,23.899999618530273,6,0,0
