date,symbol,open,high,low,close,volume,adjclose,dividends,weekday
2022-06-17,MELK3.SA,3.4800000190734863,3.609999895095825,3.4200000762939453,3.609999895095825,138800,3.246995687484741,0.0,4
2022-06-20,MELK3.SA,3.640000104904175,3.640000104904175,3.490000009536743,3.549999952316284,98400,3.1930291652679443,0.0,0
2022-06-21,MELK3.SA,3.5399999618530273,3.5899999141693115,3.4200000762939453,3.549999952316284,247400,3.1930291652679443,0.0,1
2022-06-22,MELK3.SA,3.5399999618530273,3.5999999046325684,3.4800000190734863,3.509999990463257,127600,3.1570513248443604,0.0,2
2022-06-23,MELK3.SA,3.5199999809265137,3.5799999237060547,3.4800000190734863,3.5199999809265137,126000,3.166045904159546,0.0,3
2022-06-24,MELK3.SA,3.549999952316284,3.569999933242798,3.490000009536743,3.5299999713897705,91000,3.1750402450561523,0.0,4
2022-06-27,MELK3.SA,3.569999933242798,3.5899999141693115,3.5,3.549999952316284,64900,3.1930291652679443,0.0,0
2022-06-28,MELK3.SA,3.5299999713897705,3.5999999046325684,3.450000047683716,3.490000009536743,176600,3.1390624046325684,0.0,1
2022-06-29,MELK3.SA,3.490000009536743,3.6600000858306885,3.4100000858306885,3.450000047683716,150900,3.1030845642089844,0.0,2
2022-06-30,MELK3.SA,3.440000057220459,3.5799999237060547,3.4000000953674316,3.5799999237060547,158100,3.2200121879577637,0.0,3
2022-07-01,MELK3.SA,3.569999933242798,3.569999933242798,3.4700000286102295,3.490000009536743,84400,3.1390624046325684,0.0,4
2022-07-04,MELK3.SA,3.490000009536743,3.549999952316284,3.4000000953674316,3.440000057220459,145200,3.094090223312378,0.0,0
2022-07-05,MELK3.SA,3.440000057220459,3.8299999237060547,3.4100000858306885,3.8299999237060547,173200,3.444873571395874,0.0,1
2022-07-06,MELK3.SA,3.8399999141693115,3.8499999046325684,3.690000057220459,3.8499999046325684,160700,3.462862491607666,0.0,2
2022-07-07,MELK3.SA,3.890000104904175,3.930000066757202,3.7799999713897705,3.799999952316284,178400,3.4178903102874756,0.0,3
2022-07-08,MELK3.SA,3.7799999713897705,3.940000057220459,3.759999990463257,3.8299999237060547,135300,3.444873571395874,0.0,4
2022-07-11,MELK3.SA,3.8399999141693115,3.9000000953674316,3.7300000190734863,3.9000000953674316,88700,3.5078349113464355,0.0,0
2022-07-12,MELK3.SA,3.890000104904175,3.890000104904175,3.7200000286102295,3.7200000286102295,421500,3.3459348678588867,0.0,1
2022-07-13,MELK3.SA,3.7200000286102295,3.9100000858306885,3.690000057220459,3.9100000858306885,269800,3.516829252243042,0.0,2
2022-07-14,MELK3.SA,3.9100000858306885,3.9100000858306885,3.6500000953674316,3.7100000381469727,276100,3.336940050125122,0.0,3
2022-07-15,MELK3.SA,3.7200000286102295,3.7799999713897705,3.6500000953674316,3.6600000858306885,122400,3.2919681072235107,0.0,4
2022-07-18,MELK3.SA,3.6600000858306885,3.759999990463257,3.559999942779541,3.559999942779541,138500,3.202023506164551,0.0,0
2022-07-19,MELK3.SA,3.559999942779541,3.690000057220459,3.5299999713897705,3.690000057220459,86800,3.318951368331909,0.0,1
2022-07-20,MELK3.SA,3.7300000190734863,3.7300000190734863,3.619999885559082,3.7200000286102295,68200,3.3459348678588867,0.0,2
2022-07-21,MELK3.SA,3.75,3.75,3.6600000858306885,3.7200000286102295,88100,3.3459348678588867,0.0,3
2022-07-22,MELK3.SA,3.7200000286102295,3.75,3.680000066757202,3.75,79400,3.372917890548706,0.0,4
2022-07-25,MELK3.SA,3.7699999809265137,3.799999952316284,3.7100000381469727,3.7899999618530273,49300,3.40889573097229,0.0,0
2022-07-26,MELK3.SA,3.7899999618530273,3.7899999618530273,3.680000066757202,3.75,154800,3.372917890548706,0.0,1
2022-07-27,MELK3.SA,3.75,3.9000000953674316,3.640000104904175,3.9000000953674316,152500,3.5078349113464355,0.0,2
2022-07-28,MELK3.SA,3.890000104904175,3.9800000190734863,3.880000114440918,3.9700000286102295,154400,3.570796012878418,0.0,3
