symbol,open,high,low,close,volume,adjclose,dividends
GRND3.SA,7.670000076293945,7.739999771118164,7.409999847412109,7.409999847412109,4602000,6.229734897613525,0.0
GRND3.SA,7.420000076293945,7.53000020980835,7.230000019073486,7.420000076293945,1864400,6.238142013549805,0.0
GRND3.SA,7.489999771118164,7.539999961853027,7.349999904632568,7.460000038146973,1852200,6.271770477294922,0.0
GRND3.SA,7.400000095367432,7.489999771118164,7.230000019073486,7.320000171661377,1560700,6.154069900512695,0.0
GRND3.SA,7.349999904632568,7.639999866485596,7.309999942779541,7.579999923706055,1076200,6.37265682220459,0.0
GRND3.SA,7.639999866485596,7.710000038146973,7.420000076293945,7.46999979019165,800200,6.280177593231201,0.0
GRND3.SA,7.489999771118164,7.550000190734863,7.380000114440918,7.429999828338623,820400,6.246548652648926,0.0
GRND3.SA,7.429999828338623,7.46999979019165,7.110000133514404,7.130000114440918,2118800,5.994333267211914,0.0
GRND3.SA,7.159999847412109,7.159999847412109,6.960000038146973,7.0,3133800,5.885039329528809,0.0
GRND3.SA,6.909999847412109,7.159999847412109,6.909999847412109,7.03000020980835,2986400,5.910261631011963,0.0
GRND3.SA,6.960000038146973,7.050000190734863,6.269999980926514,6.639999866485596,6708000,5.582380294799805,0.0
GRND3.SA,6.619999885559082,6.800000190734863,6.579999923706055,6.619999885559082,2784500,5.565565586090088,0.0
GRND3.SA,6.610000133514404,6.71999979019165,6.550000190734863,6.699999809265137,1506200,5.632823467254639,0.0
GRND3.SA,6.699999809265137,6.960000038146973,6.639999866485596,6.739999771118164,1494500,5.666451930999756,0.0
GRND3.SA,6.809999942779541,6.900000095367432,6.75,6.75,873300,5.674859523773193,0.0
GRND3.SA,6.699999809265137,6.849999904632568,6.639999866485596,6.820000171661377,1201300,5.733709335327148,0.0
GRND3.SA,6.75,6.840000152587891,6.590000152587891,6.590000152587891,1045800,5.54034423828125,0.0
GRND3.SA,6.599999904632568,6.739999771118164,6.559999942779541,6.650000095367432,933200,5.590787410736084,0.0
GRND3.SA,6.610000133514404,6.75,6.590000152587891,6.619999885559082,1347800,5.565565586090088,0.0
GRND3.SA,6.579999923706055,6.619999885559082,6.460000038146973,6.590000152587891,595600,5.54034423828125,0.0
GRND3.SA,6.590000152587891,6.659999847412109,6.46999979019165,6.570000171661377,823200,5.523530006408691,0.0
GRND3.SA,6.650000095367432,6.690000057220459,6.489999771118164,6.519999980926514,707600,5.481493949890137,0.0
GRND3.SA,6.670000076293945,6.670000076293945,6.5,6.619999885559082,693800,5.565565586090088,0.0
GRND3.SA,6.610000133514404,7.039999961853027,6.559999942779541,7.0,1374400,5.885039329528809,0.0
GRND3.SA,6.960000038146973,6.980000019073486,6.800000190734863,6.829999923706055,938700,5.742117404937744,0.0
GRND3.SA,6.869999885559082,6.929999828338623,6.78000020980835,6.840000152587891,697600,5.750524520874023,0.0
GRND3.SA,6.889999866485596,7.119999885559082,6.869999885559082,6.920000076293945,945500,5.817781925201416,0.0
GRND3.SA,6.920000076293945,6.920000076293945,6.75,6.789999961853027,617600,5.708488941192627,0.0
GRND3.SA,6.800000190734863,6.949999809265137,6.789999961853027,6.949999809265137,538000,5.843002796173096,0.0
GRND3.SA,6.949999809265137,7.059999942779541,6.849999904632568,7.03000020980835,456700,5.910261631011963,0.0
GRND3.SA,7.03000020980835,7.150000095367432,6.989999771118164,7.130000114440918,748100,5.994333267211914,0.0
GRND3.SA,7.130000114440918,7.25,7.03000020980835,7.079999923706055,1215100,5.952296733856201,0.0
GRND3.SA,7.050000190734863,7.159999847412109,7.019999980926514,7.150000095367432,912500,6.011147499084473,0.0
GRND3.SA,7.139999866485596,7.369999885559082,7.110000133514404,7.320000171661377,956600,6.154069900512695,0.0
GRND3.SA,7.380000114440918,7.650000095367432,7.380000114440918,7.519999980926514,1641900,6.322214126586914,0.0
GRND3.SA,7.519999980926514,7.570000171661377,7.230000019073486,7.230000019073486,1568500,6.078405380249023,0.0
GRND3.SA,7.300000190734863,7.519999980926514,7.25,7.400000095367432,1596700,6.221327304840088,0.0
GRND3.SA,7.460000038146973,7.550000190734863,7.269999980926514,7.300000190734863,1148800,6.1372551918029785,0.0
GRND3.SA,7.360000133514404,7.710000038146973,7.340000152587891,7.639999866485596,1572200,6.423100471496582,0.0
GRND3.SA,7.590000152587891,7.739999771118164,7.429999828338623,7.480000019073486,2400900,6.288585186004639,0.0
GRND3.SA,7.449999809265137,7.519999980926514,7.360000133514404,7.449999809265137,1682400,6.287269115447998,0.028441
GRND3.SA,7.400000095367432,7.75,7.360000133514404,7.650000095367432,3009000,6.456055164337158,0.0
GRND3.SA,7.650000095367432,7.650000095367432,7.329999923706055,7.349999904632568,1583600,6.202876091003418,0.0
GRND3.SA,7.320000171661377,7.659999847412109,7.25,7.630000114440918,1228600,6.439176559448242,0.0
GRND3.SA,7.630000114440918,7.650000095367432,7.5,7.550000190734863,820000,6.371662616729736,0.0
GRND3.SA,7.5,7.5,7.329999923706055,7.360000133514404,707200,6.211316108703613,0.0
GRND3.SA,7.300000190734863,7.420000076293945,7.199999809265137,7.360000133514404,993900,6.211316108703613,0.0
GRND3.SA,7.329999923706055,7.480000019073486,7.269999980926514,7.429999828338623,809100,6.270390510559082,0.0
GRND3.SA,7.420000076293945,7.630000114440918,7.420000076293945,7.53000020980835,857600,6.35478401184082,0.0
GRND3.SA,7.53000020980835,7.639999866485596,7.53000020980835,7.630000114440918,464800,6.439176559448242,0.0
GRND3.SA,7.630000114440918,7.71999979019165,7.539999961853027,7.550000190734863,501100,6.371662616729736,0.0
