symbol,date,open,high,low,close,volume,adjclose,dividends,splits,weekday,yearday
UNIP3.SA,2018-06-28,25.364280700683594,26.421422958374023,25.35713768005371,25.835708618164062,9800.0,18.467355728149414,0.0,0.0,0.5,0.4903581267217631
UNIP3.SA,2018-06-29,25.364280700683594,26.421422958374023,25.35713768005371,25.835708618164062,9800.0,18.467355728149414,0.0,0.0,0.5,0.4903581267217631
UNIP3.SA,2018-07-01,25.821422576904297,26.071422576904297,25.707136154174805,26.071422576904297,2380.0,18.635847091674805,0.0,0.0,1.0,0.4986225895316804
UNIP3.SA,2018-07-02,26.071422576904297,26.778566360473633,25.99285125732422,26.35713768005371,1960.0,18.840076446533203,0.0,0.0,0.0,0.5013774104683195
UNIP3.SA,2018-07-03,26.428565979003906,27.121423721313477,26.207136154174805,26.921422958374023,12040.0,19.24342918395996,0.0,0.0,0.16666666666666666,0.5041322314049587
UNIP3.SA,2018-07-04,27.128564834594727,27.792850494384766,26.60713768005371,27.24285125732422,26460.0,19.47318458557129,0.0,0.0,0.3333333333333333,0.5068870523415978
UNIP3.SA,2018-07-05,27.849994659423828,28.271421432495117,27.642850875854492,27.642850875854492,20720.0,19.75909996032715,0.0,0.0,0.5,0.509641873278237
UNIP3.SA,2018-07-06,27.849994659423828,28.271421432495117,27.642850875854492,27.642850875854492,20720.0,19.75909996032715,0.0,0.0,0.5,0.509641873278237
UNIP3.SA,2018-07-09,27.85713768005371,28.35713768005371,26.714279174804688,28.028564453125,19460.0,20.034809112548828,0.0,0.0,0.0,0.5206611570247934
UNIP3.SA,2018-07-10,27.849994659423828,27.85713768005371,27.428564071655273,27.428564071655273,4620.0,19.605932235717773,0.0,0.0,0.16666666666666666,0.5234159779614325
UNIP3.SA,2018-07-11,27.849994659423828,27.92142105102539,27.30713653564453,27.35713768005371,6580.0,19.554874420166016,0.0,0.0,0.3333333333333333,0.5261707988980716
UNIP3.SA,2018-07-12,27.392850875854492,27.428564071655273,27.142850875854492,27.285707473754883,6300.0,19.50381851196289,0.0,0.0,0.5,0.5289256198347108
UNIP3.SA,2018-07-13,27.392850875854492,27.428564071655273,27.142850875854492,27.285707473754883,6300.0,19.50381851196289,0.0,0.0,0.5,0.5289256198347108
UNIP3.SA,2018-07-15,27.35713768005371,28.071422576904297,27.35713768005371,27.4999942779541,7140.0,19.656986236572266,0.0,0.0,1.0,0.5371900826446281
UNIP3.SA,2018-07-16,27.571422576904297,27.849994659423828,27.428564071655273,27.428564071655273,4200.0,19.605932235717773,0.0,0.0,0.0,0.5399449035812672
UNIP3.SA,2018-07-17,27.464279174804688,27.464279174804688,26.79999351501465,27.142850875854492,21700.0,19.401704788208008,0.0,0.0,0.16666666666666666,0.5426997245179064
UNIP3.SA,2018-07-18,26.285707473754883,26.785707473754883,26.071422576904297,26.285707473754883,7560.0,18.789016723632812,0.0,0.0,0.3333333333333333,0.5454545454545454
UNIP3.SA,2018-07-19,26.571422576904297,27.30713653564453,26.142850875854492,26.614280700683594,6720.0,19.02387809753418,0.0,0.0,0.5,0.5482093663911846
UNIP3.SA,2018-07-20,26.571422576904297,27.30713653564453,26.142850875854492,26.614280700683594,6720.0,19.02387809753418,0.0,0.0,0.5,0.5482093663911846
UNIP3.SA,2018-07-22,26.7499942779541,27.064279556274414,26.571422576904297,26.571422576904297,8400.0,18.993242263793945,0.0,0.0,1.0,0.5564738292011019
UNIP3.SA,2018-07-23,26.864280700683594,27.821422576904297,26.571422576904297,27.507137298583984,12180.0,19.662097930908203,0.0,0.0,0.0,0.559228650137741
UNIP3.SA,2018-07-24,27.85713768005371,27.85713768005371,27.714279174804688,27.771421432495117,9660.0,19.85100555419922,0.0,0.0,0.16666666666666666,0.5619834710743802
UNIP3.SA,2018-07-25,27.714279174804688,27.714279174804688,27.142850875854492,27.142850875854492,9240.0,19.401704788208008,0.0,0.0,0.3333333333333333,0.5647382920110193
UNIP3.SA,2018-07-26,26.785707473754883,27.97142219543457,26.785707473754883,27.49285125732422,9380.0,19.65188217163086,0.0,0.0,0.5,0.5674931129476584
UNIP3.SA,2018-07-27,26.785707473754883,27.97142219543457,26.785707473754883,27.49285125732422,9380.0,19.65188217163086,0.0,0.0,0.5,0.5674931129476584
UNIP3.SA,2018-07-29,27.642850875854492,27.85713768005371,27.642850875854492,27.714279174804688,2100.0,19.81015968322754,0.0,0.0,1.0,0.5757575757575758
UNIP3.SA,2018-07-30,27.814279556274414,27.892850875854492,27.57856559753418,27.60713768005371,15820.0,19.733572006225586,0.0,0.0,0.0,0.5785123966942148
UNIP3.SA,2018-07-31,27.85713768005371,29.47142219543457,27.85713768005371,29.428564071655273,40600.0,21.035531997680664,0.0,0.0,0.16666666666666666,0.581267217630854
UNIP3.SA,2018-08-01,29.642850875854492,32.14284896850586,29.642850875854492,30.199993133544922,21700.0,21.586944580078125,0.0,0.0,0.3333333333333333,0.5840220385674931
UNIP3.SA,2018-08-02,32.09999465942383,32.09999465942383,29.99999237060547,30.928564071655273,4060.0,22.107730865478516,0.0,0.0,0.5,0.5867768595041323
UNIP3.SA,2018-08-03,32.09999465942383,32.09999465942383,29.99999237060547,30.928564071655273,4060.0,22.107730865478516,0.0,0.0,0.5,0.5867768595041323
UNIP3.SA,2018-08-05,30.928564071655273,31.428564071655273,30.714279174804688,31.071422576904297,2380.0,22.209842681884766,0.0,0.0,1.0,0.5950413223140496
UNIP3.SA,2018-08-06,30.714279174804688,31.242849349975586,30.149993896484375,30.707136154174805,11480.0,21.94944953918457,0.0,0.0,0.0,0.5977961432506887
UNIP3.SA,2018-08-07,30.571422576904297,30.849992752075195,30.357135772705078,30.849992752075195,4340.0,22.05156898498535,0.0,0.0,0.16666666666666666,0.6005509641873278
UNIP3.SA,2018-08-08,30.785707473754883,31.24999237060547,29.99999237060547,29.99999237060547,9800.0,21.443984985351562,0.0,0.0,0.3333333333333333,0.6033057851239669
UNIP3.SA,2018-08-09,30.357135772705078,30.357135772705078,28.142850875854492,28.321422576904297,7840.0,20.244140625,0.0,0.0,0.5,0.6060606060606061
UNIP3.SA,2018-08-10,30.357135772705078,30.357135772705078,28.142850875854492,28.321422576904297,7840.0,20.244140625,0.0,0.0,0.5,0.6060606060606061
UNIP3.SA,2018-08-12,28.92142105102539,30.428564071655273,28.92142105102539,30.292850494384766,14280.0,21.653322219848633,0.0,0.0,1.0,0.6143250688705234
UNIP3.SA,2018-08-13,31.071422576904297,31.428564071655273,30.19285011291504,31.428564071655273,11200.0,22.465133666992188,0.0,0.0,0.0,0.6170798898071626
UNIP3.SA,2018-08-14,30.36427879333496,30.42142105102539,29.714279174804688,30.071422576904297,29540.0,21.49504280090332,0.0,0.0,0.16666666666666666,0.6198347107438017
UNIP3.SA,2018-08-15,30.071422576904297,30.599992752075195,30.071422576904297,30.54999351501465,2800.0,21.837127685546875,0.0,0.0,0.3333333333333333,0.6225895316804407
UNIP3.SA,2018-08-16,30.235708236694336,30.235708236694336,29.857135772705078,29.892850875854492,5880.0,21.367403030395508,0.0,0.0,0.5,0.6253443526170799
UNIP3.SA,2018-08-17,30.235708236694336,30.235708236694336,29.857135772705078,29.892850875854492,5880.0,21.367403030395508,0.0,0.0,0.5,0.6253443526170799
UNIP3.SA,2018-08-19,29.892850875854492,29.892850875854492,29.285707473754883,29.571422576904297,10780.0,21.137643814086914,0.0,0.0,1.0,0.6336088154269972
UNIP3.SA,2018-08-20,29.535707473754883,29.535707473754883,28.928564071655273,29.392850875854492,4620.0,21.0100040435791,0.0,0.0,0.0,0.6363636363636364
UNIP3.SA,2018-08-21,28.928564071655273,29.285707473754883,28.571422576904297,28.82856559753418,10920.0,20.60664939880371,0.0,0.0,0.16666666666666666,0.6391184573002755
UNIP3.SA,2018-08-22,28.764278411865234,29.4999942779541,28.649993896484375,29.4999942779541,4620.0,21.08658790588379,0.0,0.0,0.3333333333333333,0.6418732782369146
UNIP3.SA,2018-08-23,29.4999942779541,29.4999942779541,28.592851638793945,29.228565216064453,5320.0,20.892568588256836,0.0,0.0,0.5,0.6446280991735537
UNIP3.SA,2018-08-24,29.4999942779541,29.4999942779541,28.592851638793945,29.228565216064453,5320.0,20.892568588256836,0.0,0.0,0.5,0.6446280991735537
UNIP3.SA,2018-08-26,29.821422576904297,29.821422576904297,29.285707473754883,29.285707473754883,700.0,20.93341636657715,0.0,0.0,1.0,0.6528925619834711
UNIP3.SA,2018-08-27,29.285707473754883,29.285707473754883,28.657136917114258,29.071422576904297,5040.0,20.780244827270508,0.0,0.0,0.0,0.6556473829201102
UNIP3.SA,2018-08-28,29.785707473754883,30.071422576904297,29.714279174804688,29.74285125732422,11200.0,21.26018524169922,0.0,0.0,0.16666666666666666,0.6584022038567493
UNIP3.SA,2018-08-29,29.714279174804688,29.91427993774414,29.071422576904297,29.07856559753418,8120.0,20.785348892211914,0.0,0.0,0.3333333333333333,0.6611570247933884
UNIP3.SA,2018-08-30,29.642850875854492,30.285707473754883,28.9999942779541,28.9999942779541,89740.0,20.729188919067383,0.0,0.0,0.5,0.6639118457300276
UNIP3.SA,2018-08-31,29.642850875854492,30.285707473754883,28.9999942779541,28.9999942779541,89740.0,20.729188919067383,0.0,0.0,0.5,0.6639118457300276
UNIP3.SA,2018-09-02,30.00713539123535,30.00713539123535,29.071422576904297,29.571422576904297,26040.0,21.137643814086914,0.0,0.0,1.0,0.6721763085399449
UNIP3.SA,2018-09-03,29.149993896484375,29.285707473754883,28.928564071655273,29.285707473754883,6860.0,20.93341636657715,0.0,0.0,0.0,0.6749311294765841
UNIP3.SA,2018-09-04,28.80713653564453,29.228565216064453,28.80713653564453,29.214279174804688,3500.0,20.882360458374023,0.0,0.0,0.16666666666666666,0.6776859504132231
UNIP3.SA,2018-09-05,29.285707473754883,29.4999942779541,29.285707473754883,29.392850875854492,3920.0,21.0100040435791,0.0,0.0,0.3333333333333333,0.6804407713498623
UNIP3.SA,2018-09-06,29.285707473754883,29.4999942779541,29.285707473754883,29.392850875854492,3920.0,21.0100040435791,0.0,0.0,0.3333333333333333,0.6804407713498623
UNIP3.SA,2018-09-07,29.285707473754883,29.4999942779541,29.285707473754883,29.392850875854492,3920.0,21.0100040435791,0.0,0.0,0.3333333333333333,0.6804407713498623
UNIP3.SA,2018-09-09,29.071422576904297,29.071422576904297,28.94285011291504,28.94285011291504,2940.0,20.688339233398438,0.0,0.0,1.0,0.6914600550964187
UNIP3.SA,2018-09-10,28.571422576904297,28.92142105102539,28.571422576904297,28.678564071655273,3500.0,20.499427795410156,0.0,0.0,0.0,0.6942148760330579
UNIP3.SA,2018-09-11,29.57856559753418,29.57856559753418,29.2499942779541,29.2499942779541,700.0,20.907888412475586,0.0,0.0,0.16666666666666666,0.696969696969697
UNIP3.SA,2018-09-12,28.928564071655273,28.928564071655273,26.9999942779541,26.9999942779541,8820.0,19.299589157104492,0.0,0.0,0.3333333333333333,0.699724517906336
UNIP3.SA,2018-09-13,26.9999942779541,27.67142105102539,25.785709381103516,26.571422576904297,17780.0,18.993242263793945,0.0,0.0,0.5,0.7024793388429752
UNIP3.SA,2018-09-14,26.9999942779541,27.67142105102539,25.785709381103516,26.571422576904297,17780.0,18.993242263793945,0.0,0.0,0.5,0.7024793388429752
UNIP3.SA,2018-09-16,26.564279556274414,27.321422576904297,26.564279556274414,27.314279556274414,58100.0,19.524242401123047,0.0,0.0,1.0,0.7107438016528925
UNIP3.SA,2018-09-17,27.4999942779541,27.4999942779541,26.964279174804688,27.099994659423828,8400.0,19.37106704711914,0.0,0.0,0.0,0.7134986225895317
UNIP3.SA,2018-09-18,27.099994659423828,27.85713768005371,26.10713768005371,27.849994659423828,11060.0,19.907169342041016,0.0,0.0,0.16666666666666666,0.7162534435261708
UNIP3.SA,2018-09-19,27.285707473754883,27.285707473754883,27.035707473754883,27.035707473754883,4900.0,19.325115203857422,0.0,0.0,0.3333333333333333,0.71900826446281
UNIP3.SA,2018-09-20,27.321422576904297,27.321422576904297,26.285707473754883,26.285707473754883,14980.0,18.789016723632812,0.0,0.0,0.5,0.721763085399449
UNIP3.SA,2018-09-21,27.321422576904297,27.321422576904297,26.285707473754883,26.285707473754883,14980.0,18.789016723632812,0.0,0.0,0.5,0.721763085399449
UNIP3.SA,2018-09-23,26.321422576904297,26.428565979003906,25.371423721313477,25.371423721313477,13580.0,18.135482788085938,0.0,0.0,1.0,0.7300275482093664
UNIP3.SA,2018-09-24,25.349994659423828,26.071422576904297,24.371423721313477,25.785709381103516,103320.0,18.431617736816406,0.0,0.0,0.0,0.7327823691460055
UNIP3.SA,2018-09-25,25.79999351501465,25.79999351501465,24.642852783203125,25.071422576904297,54740.0,17.92104721069336,0.0,0.0,0.16666666666666666,0.7355371900826446
UNIP3.SA,2018-09-26,25.178565979003906,25.364280700683594,24.835708618164062,24.907136917114258,8820.0,17.803613662719727,0.0,0.0,0.3333333333333333,0.7382920110192838
UNIP3.SA,2018-09-27,24.85713768005371,24.928565979003906,24.2499942779541,24.285709381103516,207200.0,17.359418869018555,0.0,0.0,0.5,0.7410468319559229
UNIP3.SA,2018-09-28,24.85713768005371,24.928565979003906,24.2499942779541,24.285709381103516,207200.0,17.359418869018555,0.0,0.0,0.5,0.7410468319559229
UNIP3.SA,2018-09-30,24.342851638793945,24.464279174804688,23.642852783203125,24.285709381103516,18200.0,17.359418869018555,0.0,0.0,1.0,0.7493112947658402
UNIP3.SA,2018-10-01,24.2928524017334,26.285707473754883,24.285709381103516,24.957136154174805,26180.0,17.83935546875,0.0,0.0,0.0,0.7520661157024794
UNIP3.SA,2018-10-02,25.007137298583984,25.72142219543457,23.949995040893555,23.949995040893555,26600.0,17.119447708129883,0.0,0.0,0.16666666666666666,0.7548209366391184
UNIP3.SA,2018-10-03,24.285709381103516,25.699993133544922,24.285709381103516,24.892852783203125,25200.0,17.793407440185547,0.0,0.0,0.3333333333333333,0.7575757575757576
UNIP3.SA,2018-10-04,25.642850875854492,26.428565979003906,24.907136917114258,26.428565979003906,8540.0,18.891130447387695,0.0,0.0,0.5,0.7603305785123967
UNIP3.SA,2018-10-05,25.642850875854492,26.428565979003906,24.907136917114258,26.428565979003906,8540.0,18.891130447387695,0.0,0.0,0.5,0.7603305785123967
UNIP3.SA,2018-10-07,27.428564071655273,27.428564071655273,26.142850875854492,26.514280319213867,12600.0,18.952402114868164,0.0,0.0,1.0,0.768595041322314
UNIP3.SA,2018-10-08,26.52142333984375,28.35713768005371,26.52142333984375,27.85713768005371,7420.0,19.912275314331055,0.0,0.0,0.0,0.7713498622589532
UNIP3.SA,2018-10-09,27.85713768005371,27.85713768005371,27.228565216064453,27.571422576904297,3500.0,19.708045959472656,0.0,0.0,0.16666666666666666,0.7741046831955923
UNIP3.SA,2018-10-10,27.85713768005371,27.85713768005371,26.928564071655273,27.29999351501465,4760.0,19.514028549194336,0.0,0.0,0.3333333333333333,0.7768595041322314
UNIP3.SA,2018-10-11,27.85713768005371,27.85713768005371,26.928564071655273,27.29999351501465,4760.0,19.514028549194336,0.0,0.0,0.3333333333333333,0.7768595041322314
UNIP3.SA,2018-10-12,27.85713768005371,27.85713768005371,26.928564071655273,27.29999351501465,4760.0,19.514028549194336,0.0,0.0,0.3333333333333333,0.7768595041322314
UNIP3.SA,2018-10-14,27.564279556274414,27.564279556274414,26.064279556274414,26.071422576904297,23940.0,18.635847091674805,0.0,0.0,1.0,0.7878787878787878
UNIP3.SA,2018-10-15,26.785707473754883,28.571422576904297,26.785707473754883,28.457136154174805,14560.0,20.341154098510742,0.0,0.0,0.0,0.790633608815427
UNIP3.SA,2018-10-16,29.271421432495117,29.99999237060547,28.85713768005371,29.00713539123535,34300.0,20.73429298400879,0.0,0.0,0.16666666666666666,0.7933884297520661
UNIP3.SA,2018-10-17,29.107135772705078,29.99999237060547,28.928564071655273,28.928564071655273,22680.0,20.678131103515625,0.0,0.0,0.3333333333333333,0.7961432506887053
UNIP3.SA,2018-10-18,29.107135772705078,29.99999237060547,26.778566360473633,27.071422576904297,15960.0,19.465553283691406,0.170763,0.0,0.5,0.7988980716253443
UNIP3.SA,2018-10-19,29.107135772705078,29.99999237060547,26.778566360473633,27.071422576904297,15960.0,19.465553283691406,0.170763,0.0,0.5,0.7988980716253443
UNIP3.SA,2018-10-21,27.071422576904297,27.10713768005371,26.428565979003906,26.821422576904297,23520.0,19.285791397094727,0.0,0.0,1.0,0.8071625344352618
UNIP3.SA,2018-10-22,26.778566360473633,26.778566360473633,26.199993133544922,26.2499942779541,6440.0,18.874906539916992,0.0,0.0,0.0,0.8099173553719008
UNIP3.SA,2018-10-23,27.764280319213867,27.764280319213867,26.428565979003906,26.449993133544922,4760.0,19.018714904785156,0.0,0.0,0.16666666666666666,0.8126721763085399
UNIP3.SA,2018-10-24,26.449993133544922,27.478565216064453,26.449993133544922,26.571422576904297,8260.0,19.106027603149414,0.0,0.0,0.3333333333333333,0.8154269972451791
UNIP3.SA,2018-10-25,27.142850875854492,27.49285125732422,26.649993896484375,26.7499942779541,9240.0,19.23442840576172,0.0,0.0,0.5,0.8181818181818182
UNIP3.SA,2018-10-26,27.142850875854492,27.49285125732422,26.649993896484375,26.7499942779541,9240.0,19.23442840576172,0.0,0.0,0.5,0.8181818181818182
UNIP3.SA,2018-10-28,27.071422576904297,27.142850875854492,26.79999351501465,27.064279556274414,10220.0,19.460411071777344,0.0,0.0,1.0,0.8264462809917356
UNIP3.SA,2018-10-29,27.2499942779541,27.642850875854492,27.19285011291504,27.642850875854492,10220.0,19.876428604125977,0.0,0.0,0.0,0.8292011019283747
UNIP3.SA,2018-10-30,27.85713768005371,27.85713768005371,26.9999942779541,26.9999942779541,8260.0,19.414188385009766,0.0,0.0,0.16666666666666666,0.8319559228650137
UNIP3.SA,2018-10-31,27.507137298583984,28.142850875854492,27.4999942779541,27.864280700683594,8400.0,20.0356502532959,0.0,0.0,0.3333333333333333,0.8347107438016529
UNIP3.SA,2018-11-01,27.507137298583984,28.142850875854492,27.4999942779541,27.864280700683594,8400.0,20.0356502532959,0.0,0.0,0.3333333333333333,0.8347107438016529
UNIP3.SA,2018-11-02,27.507137298583984,28.142850875854492,27.4999942779541,27.864280700683594,8400.0,20.0356502532959,0.0,0.0,0.3333333333333333,0.8347107438016529
UNIP3.SA,2018-11-04,27.88570785522461,28.571422576904297,27.007137298583984,28.142850875854492,13160.0,20.23595428466797,0.0,0.0,1.0,0.8457300275482094
UNIP3.SA,2018-11-05,28.535707473754883,28.714279174804688,27.871421813964844,28.699993133544922,4200.0,20.636566162109375,0.0,0.0,0.0,0.8484848484848485
UNIP3.SA,2018-11-06,28.7499942779541,29.071422576904297,28.4999942779541,29.04999351501465,25620.0,20.888233184814453,0.0,0.0,0.16666666666666666,0.8512396694214877
UNIP3.SA,2018-11-07,29.278564453125,29.349994659423828,28.935707092285156,29.142850875854492,9660.0,20.954999923706055,0.0,0.0,0.3333333333333333,0.8539944903581267
UNIP3.SA,2018-11-08,29.63570785522461,29.63570785522461,28.149993896484375,28.571422576904297,13580.0,20.544116973876953,0.0,0.0,0.5,0.8567493112947658
UNIP3.SA,2018-11-09,29.63570785522461,29.63570785522461,28.149993896484375,28.571422576904297,13580.0,20.544116973876953,0.0,0.0,0.5,0.8567493112947658
