symbol,open,high,low,close,volume,adjclose
AHEB6.SA,41.20000076293945,41.20000076293945,41.20000076293945,41.20000076293945,0.0,41.20000076293945
AHEB6.SA,41.20000076293945,41.20000076293945,41.20000076293945,41.20000076293945,0.0,41.20000076293945
AHEB6.SA,41.20000076293945,41.20000076293945,41.20000076293945,41.20000076293945,0.0,41.20000076293945
AHEB6.SA,41.20000076293945,41.20000076293945,41.20000076293945,41.20000076293945,0.0,41.20000076293945
AHEB6.SA,41.20000076293945,41.20000076293945,41.20000076293945,41.20000076293945,0.0,41.20000076293945
AHEB6.SA,41.20000076293945,41.20000076293945,41.20000076293945,41.20000076293945,0.0,41.20000076293945
AHEB6.SA,41.20000076293945,41.20000076293945,41.20000076293945,41.20000076293945,0.0,41.20000076293945
AHEB6.SA,41.20000076293945,41.20000076293945,41.20000076293945,41.20000076293945,0.0,41.20000076293945
AHEB6.SA,41.20000076293945,41.20000076293945,41.20000076293945,41.20000076293945,0.0,41.20000076293945
AHEB6.SA,41.20000076293945,41.20000076293945,41.20000076293945,41.20000076293945,0.0,41.20000076293945
AHEB6.SA,41.20000076293945,41.20000076293945,41.20000076293945,41.20000076293945,0.0,41.20000076293945
AHEB6.SA,41.20000076293945,41.20000076293945,41.20000076293945,41.20000076293945,0.0,41.20000076293945
AHEB6.SA,41.20000076293945,41.20000076293945,41.20000076293945,41.20000076293945,0.0,41.20000076293945
AHEB6.SA,41.20000076293945,41.20000076293945,41.20000076293945,41.20000076293945,0.0,41.20000076293945
AHEB6.SA,41.20000076293945,41.20000076293945,41.20000076293945,41.20000076293945,0.0,41.20000076293945
AHEB6.SA,41.20000076293945,41.20000076293945,41.20000076293945,41.20000076293945,0.0,41.20000076293945
AHEB6.SA,41.20000076293945,41.20000076293945,41.20000076293945,41.20000076293945,0.0,41.20000076293945
AHEB6.SA,41.20000076293945,41.20000076293945,41.20000076293945,41.20000076293945,0.0,41.20000076293945
AHEB6.SA,41.20000076293945,41.20000076293945,41.20000076293945,41.20000076293945,0.0,41.20000076293945
AHEB6.SA,33.0,33.0,33.0,33.0,100.0,33.0
AHEB6.SA,33.0,33.0,33.0,33.0,0.0,33.0
AHEB6.SA,33.0,33.0,33.0,33.0,0.0,33.0
AHEB6.SA,33.0,33.0,33.0,33.0,0.0,33.0
AHEB6.SA,33.0,33.0,33.0,33.0,0.0,33.0
AHEB6.SA,33.0,33.0,33.0,33.0,0.0,33.0
AHEB6.SA,33.0,33.0,33.0,33.0,0.0,33.0
AHEB6.SA,33.0,33.0,33.0,33.0,0.0,33.0
AHEB6.SA,33.0,33.0,33.0,33.0,0.0,33.0
AHEB6.SA,33.0,33.0,33.0,33.0,0.0,33.0
AHEB6.SA,33.0,33.0,33.0,33.0,0.0,33.0
AHEB6.SA,33.0,33.0,33.0,33.0,0.0,33.0
AHEB6.SA,33.0,33.0,33.0,33.0,0.0,33.0
AHEB6.SA,33.0,33.0,33.0,33.0,0.0,33.0
AHEB6.SA,33.0,33.0,33.0,33.0,0.0,33.0
AHEB6.SA,33.0,33.0,33.0,33.0,0.0,33.0
AHEB6.SA,33.0,33.0,33.0,33.0,0.0,33.0
AHEB6.SA,33.0,33.0,33.0,33.0,0.0,33.0
AHEB6.SA,33.0,33.0,33.0,33.0,0.0,33.0
AHEB6.SA,33.0,33.0,33.0,33.0,0.0,33.0
AHEB6.SA,33.0,33.0,33.0,33.0,100.0,33.0
AHEB6.SA,33.0,33.0,33.0,33.0,0.0,33.0
AHEB6.SA,33.0,33.0,33.0,33.0,0.0,33.0
AHEB6.SA,33.0,33.0,33.0,33.0,0.0,33.0
AHEB6.SA,33.0,33.0,33.0,33.0,0.0,33.0
AHEB6.SA,33.0,33.0,33.0,33.0,0.0,33.0
AHEB6.SA,33.0,33.0,33.0,33.0,0.0,33.0
AHEB6.SA,33.0,33.0,33.0,33.0,0.0,33.0
AHEB6.SA,33.0,33.0,33.0,33.0,0.0,33.0
AHEB6.SA,33.0,33.0,33.0,33.0,0.0,33.0
AHEB6.SA,33.0,33.0,33.0,33.0,0.0,33.0
AHEB6.SA,33.0,33.0,33.0,33.0,0.0,33.0
AHEB6.SA,20.0,20.0,20.0,20.0,700.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
AHEB6.SA,20.0,20.0,20.0,20.0,0.0,20.0
