symbol,open,high,low,close,volume,adjclose,dividends
IGTI3.SA,2.369999885559082,2.5,2.369999885559082,2.5,173200,2.445896863937378,0.0
IGTI3.SA,2.4200000762939453,2.450000047683716,2.359999895095825,2.369999885559082,202900,2.3187100887298584,0.0
IGTI3.SA,2.390000104904175,2.430000066757202,2.299999952316284,2.299999952316284,109100,2.250225067138672,0.0
IGTI3.SA,2.2799999713897705,2.369999885559082,2.25,2.359999895095825,154400,2.308926582336426,0.0
IGTI3.SA,2.359999895095825,2.390000104904175,2.3299999237060547,2.380000114440918,121600,2.328494071960449,0.0
IGTI3.SA,2.3399999141693115,2.359999895095825,2.2799999713897705,2.2799999713897705,319000,2.2306578159332275,0.0
IGTI3.SA,2.2899999618530273,2.359999895095825,2.2899999618530273,2.3299999237060547,107700,2.279575824737549,0.0
IGTI3.SA,2.309999942779541,2.4000000953674316,2.2899999618530273,2.3299999237060547,203200,2.279575824737549,0.0
IGTI3.SA,2.3299999237060547,2.380000114440918,2.299999952316284,2.299999952316284,59900,2.250225067138672,0.0
IGTI3.SA,2.309999942779541,2.319999933242798,2.2899999618530273,2.309999942779541,37200,2.2600085735321045,0.0
IGTI3.SA,2.309999942779541,2.319999933242798,2.2799999713897705,2.319999933242798,88100,2.269792318344116,0.0
IGTI3.SA,2.2899999618530273,2.359999895095825,2.25,2.259999990463257,393300,2.2110908031463623,0.0
IGTI3.SA,2.25,2.2799999713897705,2.2200000286102295,2.2799999713897705,89200,2.2306578159332275,0.0
IGTI3.SA,2.309999942779541,2.390000104904175,2.2699999809265137,2.359999895095825,117100,2.308926582336426,0.0
IGTI3.SA,2.299999952316284,2.549999952316284,2.299999952316284,2.4800000190734863,427000,2.4263298511505127,0.0
IGTI3.SA,2.509999990463257,2.559999942779541,2.4600000381469727,2.5199999809265137,179000,2.465463876724243,0.0
IGTI3.SA,2.509999990463257,2.509999990463257,2.4600000381469727,2.4800000190734863,38200,2.4263298511505127,0.0
IGTI3.SA,2.4800000190734863,2.5299999713897705,2.4100000858306885,2.5,90500,2.445896863937378,0.0
IGTI3.SA,2.5,2.5799999237060547,2.440000057220459,2.440000057220459,160200,2.387195348739624,0.0
IGTI3.SA,2.450000047683716,2.5,2.369999885559082,2.490000009536743,138900,2.436113119125366,0.0
IGTI3.SA,2.5,2.559999942779541,2.4100000858306885,2.5199999809265137,143100,2.465463876724243,0.0
IGTI3.SA,2.5199999809265137,2.5999999046325684,2.440000057220459,2.440000057220459,120600,2.387195348739624,0.0
IGTI3.SA,2.4200000762939453,2.5199999809265137,2.4200000762939453,2.450000047683716,106600,2.3969790935516357,0.0
IGTI3.SA,2.450000047683716,2.4800000190734863,2.430000066757202,2.430000066757202,58800,2.3774118423461914,0.0
IGTI3.SA,2.4200000762939453,2.5,2.369999885559082,2.4000000953674316,174100,2.3480610847473145,0.0
IGTI3.SA,2.4000000953674316,2.4600000381469727,2.380000114440918,2.440000057220459,145900,2.387195348739624,0.0
IGTI3.SA,2.440000057220459,2.4800000190734863,2.390000104904175,2.390000104904175,268300,2.338277578353882,0.0
IGTI3.SA,2.440000057220459,2.509999990463257,2.390000104904175,2.450000047683716,1365600,2.3969790935516357,0.0
IGTI3.SA,2.450000047683716,2.6500000953674316,2.430000066757202,2.6500000953674316,349300,2.592650890350342,0.0
IGTI3.SA,2.5899999141693115,2.680000066757202,2.5899999141693115,2.5999999046325684,467500,2.5437326431274414,0.0
IGTI3.SA,2.5999999046325684,2.690000057220459,2.569999933242798,2.569999933242798,104200,2.5143821239471436,0.0
IGTI3.SA,2.619999885559082,2.619999885559082,2.559999942779541,2.5899999141693115,68400,2.533949136734009,0.0
IGTI3.SA,2.5899999141693115,2.5999999046325684,2.5399999618530273,2.5799999237060547,70900,2.524165391921997,0.0
IGTI3.SA,2.5799999237060547,2.6600000858306885,2.549999952316284,2.5999999046325684,223000,2.5437326431274414,0.0
IGTI3.SA,2.6500000953674316,2.75,2.6500000953674316,2.7200000286102295,419300,2.6611359119415283,0.0
IGTI3.SA,2.7100000381469727,2.7300000190734863,2.640000104904175,2.700000047683716,118700,2.641568660736084,0.0
IGTI3.SA,2.700000047683716,2.759999990463257,2.6700000762939453,2.740000009536743,252000,2.6807029247283936,0.0
IGTI3.SA,2.75,2.799999952316284,2.680000066757202,2.7200000286102295,242200,2.6611359119415283,0.0
IGTI3.SA,2.7200000286102295,2.7899999618530273,2.700000047683716,2.7799999713897705,128000,2.7198374271392822,0.0
IGTI3.SA,2.7699999809265137,2.7899999618530273,2.6600000858306885,2.690000057220459,195300,2.6317851543426514,0.0
IGTI3.SA,2.700000047683716,2.7200000286102295,2.640000104904175,2.6600000858306885,129200,2.6024343967437744,0.0
IGTI3.SA,2.630000114440918,2.7300000190734863,2.609999895095825,2.619999885559082,207000,2.5632998943328857,0.0
IGTI3.SA,2.619999885559082,2.6500000953674316,2.5899999141693115,2.5999999046325684,77500,2.5437326431274414,0.0
IGTI3.SA,2.569999933242798,2.7200000286102295,2.569999933242798,2.680000066757202,168500,2.6220016479492188,0.0
IGTI3.SA,2.680000066757202,2.7100000381469727,2.609999895095825,2.609999895095825,119200,2.553516149520874,0.0
IGTI3.SA,2.5799999237060547,2.640000104904175,2.5799999237060547,2.619999885559082,63300,2.5632998943328857,0.0
IGTI3.SA,2.609999895095825,2.619999885559082,2.450000047683716,2.569999933242798,537700,2.5143821239471436,0.0
IGTI3.SA,2.569999933242798,2.5999999046325684,2.5199999809265137,2.5999999046325684,191600,2.5437326431274414,0.0
