date,symbol,open,high,low,close,volume,adjclose
2022-06-17,CTNM3.SA,8.199999809265137,8.199999809265137,8.199999809265137,8.199999809265137,0.0,8.199999809265137
2022-06-20,CTNM3.SA,8.199999809265137,8.199999809265137,8.199999809265137,8.199999809265137,0.0,8.199999809265137
2022-06-21,CTNM3.SA,8.199999809265137,8.199999809265137,8.199999809265137,8.199999809265137,0.0,8.199999809265137
2022-06-22,CTNM3.SA,8.199999809265137,8.199999809265137,8.100000381469727,8.100000381469727,200.0,8.100000381469727
2022-06-23,CTNM3.SA,8.100000381469727,8.100000381469727,8.100000381469727,8.100000381469727,0.0,8.100000381469727
2022-06-24,CTNM3.SA,8.100000381469727,8.100000381469727,8.100000381469727,8.100000381469727,0.0,8.100000381469727
2022-06-27,CTNM3.SA,8.100000381469727,8.100000381469727,8.100000381469727,8.100000381469727,0.0,8.100000381469727
2022-06-28,CTNM3.SA,8.100000381469727,8.100000381469727,8.100000381469727,8.100000381469727,0.0,8.100000381469727
2022-06-29,CTNM3.SA,8.100000381469727,8.100000381469727,8.100000381469727,8.100000381469727,0.0,8.100000381469727
2022-06-30,CTNM3.SA,8.100000381469727,8.100000381469727,8.100000381469727,8.100000381469727,0.0,8.100000381469727
2022-07-01,CTNM3.SA,8.100000381469727,8.109999656677246,8.100000381469727,8.109999656677246,200.0,8.109999656677246
2022-07-04,CTNM3.SA,8.109999656677246,8.109999656677246,8.109999656677246,8.109999656677246,0.0,8.109999656677246
2022-07-05,CTNM3.SA,8.109999656677246,8.109999656677246,8.109999656677246,8.109999656677246,0.0,8.109999656677246
2022-07-06,CTNM3.SA,8.109999656677246,8.109999656677246,8.109999656677246,8.109999656677246,0.0,8.109999656677246
2022-07-07,CTNM3.SA,8.109999656677246,8.109999656677246,8.109999656677246,8.109999656677246,0.0,8.109999656677246
2022-07-08,CTNM3.SA,8.109999656677246,8.109999656677246,7.900000095367432,7.909999847412109,300.0,7.909999847412109
2022-07-11,CTNM3.SA,7.909999847412109,7.909999847412109,7.909999847412109,7.909999847412109,0.0,7.909999847412109
2022-07-12,CTNM3.SA,7.909999847412109,7.909999847412109,7.909999847412109,7.909999847412109,0.0,7.909999847412109
2022-07-13,CTNM3.SA,7.909999847412109,7.909999847412109,7.909999847412109,7.909999847412109,0.0,7.909999847412109
2022-07-14,CTNM3.SA,7.909999847412109,7.909999847412109,7.909999847412109,7.909999847412109,0.0,7.909999847412109
2022-07-15,CTNM3.SA,7.909999847412109,7.909999847412109,7.909999847412109,7.909999847412109,0.0,7.909999847412109
2022-07-18,CTNM3.SA,7.909999847412109,7.909999847412109,7.909999847412109,7.909999847412109,0.0,7.909999847412109
2022-07-19,CTNM3.SA,7.909999847412109,7.909999847412109,7.909999847412109,7.909999847412109,0.0,7.909999847412109
2022-07-20,CTNM3.SA,7.909999847412109,7.909999847412109,7.909999847412109,7.909999847412109,0.0,7.909999847412109
2022-07-21,CTNM3.SA,7.909999847412109,7.909999847412109,7.909999847412109,7.909999847412109,0.0,7.909999847412109
2022-07-22,CTNM3.SA,7.909999847412109,7.909999847412109,7.909999847412109,7.909999847412109,0.0,7.909999847412109
2022-07-25,CTNM3.SA,7.909999847412109,7.909999847412109,7.909999847412109,7.909999847412109,0.0,7.909999847412109
2022-07-26,CTNM3.SA,7.909999847412109,7.909999847412109,7.909999847412109,7.909999847412109,0.0,7.909999847412109
2022-07-27,CTNM3.SA,7.909999847412109,7.909999847412109,7.909999847412109,7.909999847412109,0.0,7.909999847412109
2022-07-28,CTNM3.SA,7.909999847412109,7.909999847412109,7.909999847412109,7.909999847412109,0.0,7.909999847412109
2022-07-29,CTNM3.SA,7.909999847412109,7.909999847412109,7.909999847412109,7.909999847412109,0.0,7.909999847412109
2022-08-01,CTNM3.SA,7.909999847412109,7.909999847412109,7.909999847412109,7.909999847412109,0.0,7.909999847412109
2022-08-02,CTNM3.SA,7.909999847412109,7.909999847412109,7.909999847412109,7.909999847412109,0.0,7.909999847412109
2022-08-03,CTNM3.SA,7.909999847412109,7.909999847412109,7.909999847412109,7.909999847412109,100.0,7.909999847412109
2022-08-04,CTNM3.SA,7.909999847412109,7.909999847412109,7.909999847412109,7.909999847412109,0.0,7.909999847412109
2022-08-05,CTNM3.SA,7.909999847412109,7.909999847412109,7.909999847412109,7.909999847412109,0.0,7.909999847412109
2022-08-08,CTNM3.SA,7.820000171661377,7.820000171661377,7.820000171661377,7.820000171661377,100.0,7.820000171661377
2022-08-09,CTNM3.SA,7.820000171661377,7.820000171661377,7.820000171661377,7.820000171661377,0.0,7.820000171661377
2022-08-10,CTNM3.SA,7.820000171661377,7.820000171661377,7.820000171661377,7.820000171661377,0.0,7.820000171661377
2022-08-11,CTNM3.SA,7.820000171661377,7.820000171661377,7.820000171661377,7.820000171661377,0.0,7.820000171661377
2022-08-12,CTNM3.SA,6.699999809265137,7.099999904632568,6.699999809265137,7.099999904632568,1600.0,7.099999904632568
2022-08-15,CTNM3.SA,7.190000057220459,7.190000057220459,7.190000057220459,7.190000057220459,300.0,7.190000057220459
2022-08-16,CTNM3.SA,7.179999828338623,7.800000190734863,6.5,7.800000190734863,1400.0,7.800000190734863
2022-08-17,CTNM3.SA,7.800000190734863,7.800000190734863,7.800000190734863,7.800000190734863,0.0,7.800000190734863
2022-08-18,CTNM3.SA,7.5,7.5,6.800000190734863,7.300000190734863,1800.0,7.300000190734863
2022-08-19,CTNM3.SA,6.809999942779541,7.400000095367432,6.809999942779541,7.400000095367432,500.0,7.400000095367432
2022-08-22,CTNM3.SA,7.400000095367432,7.400000095367432,7.400000095367432,7.400000095367432,0.0,7.400000095367432
2022-08-23,CTNM3.SA,7.400000095367432,7.400000095367432,7.400000095367432,7.400000095367432,0.0,7.400000095367432
2022-08-24,CTNM3.SA,7.400000095367432,7.400000095367432,7.400000095367432,7.400000095367432,0.0,7.400000095367432
