,symbol,date,open,high,low,close,volume,adjclose,dividends,splits,weekday
0,ALUP4.SA,2022-06-20,8.40384578704834,8.413460731506348,8.221153259277344,8.40384578704834,12896,7.940552234649658,0.0,0.0,0
1,ALUP4.SA,2022-06-21,8.40384578704834,8.40384578704834,7.980769157409668,8.096153259277344,46592,7.649822235107422,0.0,0.0,1
2,ALUP4.SA,2022-06-22,8.086538314819336,8.30769157409668,8.038460731506348,8.163460731506348,13416,7.713419437408447,0.0,0.0,2
3,ALUP4.SA,2022-06-23,8.173075675964355,8.211538314819336,8.105769157409668,8.134614944458008,12896,7.686163902282715,0.0,0.0,3
4,ALUP4.SA,2022-06-24,8.173075675964355,8.173075675964355,8.02884578704834,8.096153259277344,25792,7.649822235107422,0.0,0.0,4
5,ALUP4.SA,2022-06-27,8.096153259277344,8.173075675964355,8.0,8.067307472229004,16016,7.6225666999816895,0.0,0.0,0
6,ALUP4.SA,2022-06-28,8.115384101867676,8.240384101867676,8.067307472229004,8.15384578704834,8424,7.704334735870361,0.0,0.0,1
7,ALUP4.SA,2022-06-29,8.15384578704834,8.25,8.086538314819336,8.221153259277344,10296,7.76793098449707,0.0,0.0,2
8,ALUP4.SA,2022-06-30,8.221153259277344,8.346153259277344,8.173075675964355,8.30769157409668,12480,7.8496994972229,0.0,0.0,3
9,ALUP4.SA,2022-07-01,8.336538314819336,8.55769157409668,8.211538314819336,8.211538314819336,29536,7.758846282958984,0.0,0.0,4
10,ALUP4.SA,2022-07-04,8.25,8.644229888916016,8.240384101867676,8.423075675964355,16848,7.9587225914001465,0.0,0.0,0
11,ALUP4.SA,2022-07-05,8.326923370361328,8.423075675964355,8.221153259277344,8.365384101867676,14768,7.904211044311523,0.0,0.0,1
12,ALUP4.SA,2022-07-06,8.269229888916016,8.40384578704834,8.173075675964355,8.40384578704834,19760,7.940552234649658,0.0,0.0,2
13,ALUP4.SA,2022-07-07,8.394229888916016,8.52884578704834,8.375,8.490384101867676,8736,8.022319793701172,0.0,0.0,3
14,ALUP4.SA,2022-07-08,8.548075675964355,8.615384101867676,8.480769157409668,8.55769157409668,8320,8.085916519165039,0.0,0.0,4
15,ALUP4.SA,2022-07-11,8.490384101867676,8.490384101867676,8.394229888916016,8.43269157409668,5720,7.967807769775391,0.0,0.0,0
16,ALUP4.SA,2022-07-12,8.490384101867676,8.5,8.365384101867676,8.5,6240,8.03140640258789,0.0,0.0,1
17,ALUP4.SA,2022-07-13,8.490384101867676,8.586538314819336,8.326923370361328,8.40384578704834,10712,7.940552234649658,0.0,0.0,2
18,ALUP4.SA,2022-07-14,8.365384101867676,8.538460731506348,8.365384101867676,8.5,6864,8.03140640258789,0.0,0.0,3
19,ALUP4.SA,2022-07-15,8.451923370361328,8.55769157409668,8.394229888916016,8.509614944458008,6552,8.040491104125977,0.0,0.0,4
20,ALUP4.SA,2022-07-18,8.52884578704834,8.634614944458008,8.394229888916016,8.394229888916016,15496,7.931466579437256,0.0,0.0,0
21,ALUP4.SA,2022-07-19,8.471153259277344,8.605769157409668,8.43269157409668,8.605769157409668,9048,8.131343841552734,0.0,0.0,1
22,ALUP4.SA,2022-07-20,8.567307472229004,8.644229888916016,8.509614944458008,8.567307472229004,10920,8.095002174377441,0.0,0.0,2
23,ALUP4.SA,2022-07-21,8.509614944458008,8.634614944458008,8.509614944458008,8.634614944458008,6760,8.158598899841309,0.0,0.0,3
24,ALUP4.SA,2022-07-22,8.634614944458008,8.644229888916016,8.538460731506348,8.548075675964355,8216,8.076830863952637,0.0,0.0,4
25,ALUP4.SA,2022-07-25,8.586538314819336,8.798075675964355,8.55769157409668,8.55769157409668,32968,8.085916519165039,0.0,0.0,0
26,ALUP4.SA,2022-07-26,8.625,8.769229888916016,8.461538314819336,8.461538314819336,9048,7.995064735412598,0.0,0.0,1
27,ALUP4.SA,2022-07-27,8.548075675964355,8.65384578704834,8.461538314819336,8.65384578704834,12064,8.176770210266113,0.0,0.0,2
28,ALUP4.SA,2022-07-28,8.634614944458008,8.798075675964355,8.52884578704834,8.740384101867676,21840,8.258537292480469,0.0,0.0,3
29,ALUP4.SA,2022-07-29,8.788460731506348,8.836538314819336,8.711538314819336,8.711538314819336,16952,8.231282234191895,0.0,0.0,4
30,ALUP4.SA,2022-08-01,8.759614944458008,8.93269157409668,8.759614944458008,8.798075675964355,24648,8.313048362731934,0.0,0.0,0
31,ALUP4.SA,2022-08-02,8.75,8.80769157409668,8.615384101867676,8.625,9464,8.149514198303223,0.0,0.0,1
32,ALUP4.SA,2022-08-03,8.692307472229004,8.826923370361328,8.615384101867676,8.625,13728,8.149514198303223,0.0,0.0,2
33,ALUP4.SA,2022-08-04,8.65384578704834,8.817307472229004,8.65384578704834,8.68269157409668,14560,8.204025268554688,0.0,0.0,3
34,ALUP4.SA,2022-08-05,8.75,9.038460731506348,8.75,8.971153259277344,40664,8.476584434509277,0.0,0.0,4
35,ALUP4.SA,2022-08-08,9.02884578704834,9.201923370361328,8.923075675964355,8.923075675964355,15392,8.431158065795898,0.0,0.0,0
36,ALUP4.SA,2022-08-09,9.02884578704834,9.15384578704834,9.009614944458008,9.15384578704834,6448,8.649206161499023,0.0,0.0,1
37,ALUP4.SA,2022-08-10,9.144229888916016,9.298075675964355,8.923075675964355,9.221153259277344,37440,8.712801933288574,0.0,0.0,2
38,ALUP4.SA,2022-08-11,9.221153259277344,9.317307472229004,9.048075675964355,9.048075675964355,16536,8.549266815185547,0.0,0.0,3
39,ALUP4.SA,2022-08-12,9.086538314819336,9.259614944458008,9.067307472229004,9.144229888916016,20384,8.640119552612305,0.0,0.0,4
40,ALUP4.SA,2022-08-15,9.144229888916016,9.40384578704834,9.144229888916016,9.298075675964355,14352,8.785484313964844,0.0,0.0,0
41,ALUP4.SA,2022-08-16,9.365384101867676,9.40384578704834,9.25,9.25,7280,8.740058898925781,0.0,0.0,1
