symbol,date,open,high,low,close,volume,adjclose,weekday,yearday,dividends,splits
LIGT3.SA,2023-03-27,2.3299999237060547,2.440000057220459,2.309999942779541,2.3299999237060547,6653300.0,2.3299999237060547,0.0,0.0,0,0
LIGT3.SA,2023-03-28,2.2100000381469727,2.25,1.8600000143051147,1.9500000476837158,28590300.0,1.9500000476837158,0.16666666666666666,0.010752688172043012,0,0
LIGT3.SA,2023-03-29,2.0,2.1600000858306885,1.9600000381469727,2.049999952316284,14039500.0,2.049999952316284,0.3333333333333333,0.021505376344086023,0,0
LIGT3.SA,2023-03-30,2.049999952316284,2.4800000190734863,2.009999990463257,2.440000057220459,20087200.0,2.440000057220459,0.5,0.03225806451612903,0,0
LIGT3.SA,2023-04-02,2.4000000953674316,2.4200000762939453,2.0799999237060547,2.0799999237060547,17785900.0,2.0799999237060547,1.0,0.06451612903225806,0,0
LIGT3.SA,2023-04-03,2.0799999237060547,2.0899999141693115,1.9600000381469727,1.9700000286102295,13351400.0,1.9700000286102295,0.0,0.07526881720430108,0,0
LIGT3.SA,2023-04-04,2.0199999809265137,2.069999933242798,1.909999966621399,1.9199999570846558,14551400.0,1.9199999570846558,0.16666666666666666,0.08602150537634409,0,0
LIGT3.SA,2023-04-05,1.9199999570846558,2.0,1.8700000047683716,1.9500000476837158,11420700.0,1.9500000476837158,0.3333333333333333,0.0967741935483871,0,0
LIGT3.SA,2023-04-09,1.909999966621399,2.059999942779541,1.909999966621399,2.009999990463257,9062000.0,2.009999990463257,1.0,0.13978494623655913,0,0
LIGT3.SA,2023-04-10,2.0,2.140000104904175,1.9800000190734863,2.109999895095825,8982100.0,2.109999895095825,0.0,0.15053763440860216,0,0
LIGT3.SA,2023-04-11,2.119999885559082,2.2100000381469727,2.069999933242798,2.130000114440918,8460300.0,2.130000114440918,0.16666666666666666,0.16129032258064516,0,0
LIGT3.SA,2023-04-12,2.130000114440918,2.140000104904175,2.0299999713897705,2.0899999141693115,6258800.0,2.0899999141693115,0.3333333333333333,0.17204301075268819,0,0
LIGT3.SA,2023-04-13,2.0799999237060547,2.0999999046325684,2.009999990463257,2.049999952316284,6879500.0,2.049999952316284,0.5,0.1827956989247312,0,0
LIGT3.SA,2023-04-16,2.0299999713897705,2.069999933242798,1.9700000286102295,2.069999933242798,10524600.0,2.069999933242798,1.0,0.21505376344086022,0,0
LIGT3.SA,2023-04-17,2.069999933242798,2.1600000858306885,2.0299999713897705,2.130000114440918,7364800.0,2.130000114440918,0.0,0.22580645161290322,0,0
LIGT3.SA,2023-04-18,2.0999999046325684,2.1500000953674316,2.069999933242798,2.119999885559082,5619400.0,2.119999885559082,0.16666666666666666,0.23655913978494625,0,0
LIGT3.SA,2023-04-19,2.109999895095825,2.1500000953674316,1.9500000476837158,2.0799999237060547,25152500.0,2.0799999237060547,0.3333333333333333,0.24731182795698925,0,0
LIGT3.SA,2023-04-23,2.059999942779541,2.2799999713897705,2.0399999618530273,2.25,9309600.0,2.25,1.0,0.2903225806451613,0,0
LIGT3.SA,2023-04-24,2.2200000286102295,2.3499999046325684,2.200000047683716,2.3399999141693115,9405500.0,2.3399999141693115,0.0,0.3010752688172043,0,0
LIGT3.SA,2023-04-25,2.3399999141693115,2.5899999141693115,2.299999952316284,2.5799999237060547,13314400.0,2.5799999237060547,0.16666666666666666,0.3118279569892473,0,0
LIGT3.SA,2023-04-26,2.559999942779541,2.7300000190734863,2.4100000858306885,2.7200000286102295,17651300.0,2.7200000286102295,0.3333333333333333,0.3225806451612903,0,0
LIGT3.SA,2023-04-27,2.7300000190734863,3.2699999809265137,2.5799999237060547,3.2200000286102295,27087200.0,3.2200000286102295,0.5,0.3333333333333333,0,0
LIGT3.SA,2023-05-01,3.1600000858306885,3.5299999713897705,3.0999999046325684,3.5,24567300.0,3.5,0.0,0.3763440860215054,0,0
LIGT3.SA,2023-05-02,3.5,4.110000133514404,3.4000000953674316,3.869999885559082,31304700.0,3.869999885559082,0.16666666666666666,0.3870967741935484,0,0
LIGT3.SA,2023-05-03,3.9200000762939453,4.050000190734863,3.7699999809265137,3.8499999046325684,15386400.0,3.8499999046325684,0.3333333333333333,0.3978494623655914,0,0
LIGT3.SA,2023-05-04,3.799999952316284,4.0,3.6600000858306885,3.759999990463257,17709600.0,3.759999990463257,0.5,0.40860215053763443,0,0
LIGT3.SA,2023-05-07,3.7799999713897705,4.090000152587891,3.7799999713897705,3.799999952316284,18435800.0,3.799999952316284,1.0,0.44086021505376344,0,0
LIGT3.SA,2023-05-08,3.819999933242798,4.039999961853027,3.75,4.039999961853027,14604000.0,4.039999961853027,0.0,0.45161290322580644,0,0
LIGT3.SA,2023-05-09,4.03000020980835,4.300000190734863,3.9100000858306885,4.28000020980835,15210900.0,4.28000020980835,0.16666666666666666,0.46236559139784944,0,0
