symbol,date,open,high,low,close,volume,adjclose,weekday,yearday,dividends,splits
AMER3.SA,2023-03-27,1.0,1.0199999809265137,0.9800000190734863,1.0099999904632568,32166500.0,1.0099999904632568,0.0,0.0,0,0
AMER3.SA,2023-03-28,1.0099999904632568,1.0199999809265137,0.9800000190734863,0.9900000095367432,42343300.0,0.9900000095367432,0.16666666666666666,0.010752688172043012,0,0
AMER3.SA,2023-03-29,1.0099999904632568,1.0199999809265137,0.9800000190734863,1.0099999904632568,43756300.0,1.0099999904632568,0.3333333333333333,0.021505376344086023,0,0
AMER3.SA,2023-03-30,1.0,1.0099999904632568,0.9700000286102295,1.0,24347600.0,1.0,0.5,0.03225806451612903,0,0
AMER3.SA,2023-04-02,1.0099999904632568,1.0199999809265137,0.9800000190734863,1.0099999904632568,29668500.0,1.0099999904632568,1.0,0.06451612903225806,0,0
AMER3.SA,2023-04-03,1.0099999904632568,1.0399999618530273,0.9900000095367432,1.0,37321700.0,1.0,0.0,0.07526881720430108,0,0
AMER3.SA,2023-04-04,1.0,1.0099999904632568,0.9599999785423279,1.0,31349400.0,1.0,0.16666666666666666,0.08602150537634409,0,0
AMER3.SA,2023-04-05,1.0,1.0199999809265137,0.9800000190734863,1.0099999904632568,19563900.0,1.0099999904632568,0.3333333333333333,0.0967741935483871,0,0
AMER3.SA,2023-04-09,1.0199999809265137,1.0199999809265137,0.9900000095367432,1.0,13470100.0,1.0,1.0,0.13978494623655913,0,0
AMER3.SA,2023-04-10,1.0099999904632568,1.0399999618530273,1.0099999904632568,1.0299999713897705,36971000.0,1.0299999713897705,0.0,0.15053763440860216,0,0
AMER3.SA,2023-04-11,1.0299999713897705,1.2899999618530273,1.0199999809265137,1.2000000476837158,132535900.0,1.2000000476837158,0.16666666666666666,0.16129032258064516,0,0
AMER3.SA,2023-04-12,1.2599999904632568,1.2699999809265137,1.1399999856948853,1.149999976158142,58155600.0,1.149999976158142,0.3333333333333333,0.17204301075268819,0,0
AMER3.SA,2023-04-13,1.1399999856948853,1.1399999856948853,1.0700000524520874,1.100000023841858,49019700.0,1.100000023841858,0.5,0.1827956989247312,0,0
AMER3.SA,2023-04-16,1.1299999952316284,1.1799999475479126,1.1100000143051147,1.1399999856948853,27342100.0,1.1399999856948853,1.0,0.21505376344086022,0,0
AMER3.SA,2023-04-17,1.159999966621399,1.1799999475479126,1.100000023841858,1.149999976158142,35253700.0,1.149999976158142,0.0,0.22580645161290322,0,0
AMER3.SA,2023-04-18,1.1299999952316284,1.149999976158142,1.100000023841858,1.100000023841858,15615900.0,1.100000023841858,0.16666666666666666,0.23655913978494625,0,0
AMER3.SA,2023-04-19,1.1100000143051147,1.1399999856948853,1.090000033378601,1.1399999856948853,20345600.0,1.1399999856948853,0.3333333333333333,0.24731182795698925,0,0
AMER3.SA,2023-04-23,1.1200000047683716,1.1299999952316284,1.100000023841858,1.1200000047683716,14101300.0,1.1200000047683716,1.0,0.2903225806451613,0,0
AMER3.SA,2023-04-24,1.1100000143051147,1.1100000143051147,1.059999942779541,1.0700000524520874,17357100.0,1.0700000524520874,0.0,0.3010752688172043,0,0
AMER3.SA,2023-04-25,1.059999942779541,1.0700000524520874,1.0299999713897705,1.0299999713897705,17218800.0,1.0299999713897705,0.16666666666666666,0.3118279569892473,0,0
AMER3.SA,2023-04-26,1.0399999618530273,1.0700000524520874,1.0299999713897705,1.0299999713897705,13787100.0,1.0299999713897705,0.3333333333333333,0.3225806451612903,0,0
AMER3.SA,2023-04-27,1.0499999523162842,1.059999942779541,1.0199999809265137,1.0399999618530273,13691700.0,1.0399999618530273,0.5,0.3333333333333333,0,0
AMER3.SA,2023-05-01,1.0399999618530273,1.0399999618530273,1.0099999904632568,1.0299999713897705,12958000.0,1.0299999713897705,0.0,0.3763440860215054,0,0
AMER3.SA,2023-05-02,1.0399999618530273,1.059999942779541,1.0299999713897705,1.0399999618530273,11801400.0,1.0399999618530273,0.16666666666666666,0.3870967741935484,0,0
AMER3.SA,2023-05-03,1.0499999523162842,1.0700000524520874,1.0299999713897705,1.0499999523162842,15623500.0,1.0499999523162842,0.3333333333333333,0.3978494623655914,0,0
AMER3.SA,2023-05-04,1.059999942779541,1.090000033378601,1.0399999618530273,1.0700000524520874,17092300.0,1.0700000524520874,0.5,0.40860215053763443,0,0
AMER3.SA,2023-05-07,1.0800000429153442,1.1100000143051147,1.0800000429153442,1.100000023841858,12315000.0,1.100000023841858,1.0,0.44086021505376344,0,0
AMER3.SA,2023-05-08,1.090000033378601,1.1799999475479126,1.0800000429153442,1.1200000047683716,38803100.0,1.1200000047683716,0.0,0.45161290322580644,0,0
AMER3.SA,2023-05-09,1.1299999952316284,1.149999976158142,1.1100000143051147,1.1399999856948853,19623100.0,1.1399999856948853,0.16666666666666666,0.46236559139784944,0,0
AMER3.SA,2023-05-10,1.1200000047683716,1.149999976158142,1.100000023841858,1.100000023841858,21555600.0,1.100000023841858,0.3333333333333333,0.4731182795698925,0,0
AMER3.SA,2023-05-11,1.090000033378601,1.1399999856948853,1.059999942779541,1.1200000047683716,24748400.0,1.1200000047683716,0.5,0.4838709677419355,0,0
AMER3.SA,2023-05-14,1.1200000047683716,1.149999976158142,1.1100000143051147,1.1299999952316284,14862300.0,1.1299999952316284,1.0,0.5161290322580645,0,0
AMER3.SA,2023-05-15,1.1299999952316284,1.1399999856948853,1.059999942779541,1.059999942779541,32904400.0,1.059999942779541,0.0,0.5268817204301075,0,0
