symbol,date,open,high,low,close,volume,adjclose,weekday,yearday,dividends,splits
CEDO4.SA,2023-03-27,3.319999933242798,3.319999933242798,3.0999999046325684,3.0999999046325684,4200.0,3.0999999046325684,0.0,0.0,0,0
CEDO4.SA,2023-03-28,3.0799999237060547,3.2100000381469727,3.059999942779541,3.2100000381469727,4100.0,3.2100000381469727,0.16666666666666666,0.010752688172043012,0,0
CEDO4.SA,2023-03-29,3.2799999713897705,3.549999952316284,3.2100000381469727,3.549999952316284,13600.0,3.549999952316284,0.3333333333333333,0.021505376344086023,0,0
CEDO4.SA,2023-03-30,3.640000104904175,3.6500000953674316,3.4600000381469727,3.5999999046325684,9100.0,3.5999999046325684,0.5,0.03225806451612903,0,0
CEDO4.SA,2023-04-02,3.5999999046325684,3.680000066757202,3.4700000286102295,3.490000009536743,14300.0,3.490000009536743,1.0,0.06451612903225806,0,0
CEDO4.SA,2023-04-03,3.5,4.119999885559082,3.5,4.039999961853027,11200.0,4.039999961853027,0.0,0.07526881720430108,0,0
CEDO4.SA,2023-04-04,4.039999961853027,5.0,4.0,4.75,23500.0,4.75,0.16666666666666666,0.08602150537634409,0,0
CEDO4.SA,2023-04-05,4.800000190734863,4.96999979019165,4.75,4.809999942779541,13700.0,4.809999942779541,0.3333333333333333,0.0967741935483871,0,0
CEDO4.SA,2023-04-09,4.78000020980835,4.78000020980835,4.010000228881836,4.199999809265137,6900.0,4.199999809265137,1.0,0.13978494623655913,0,0
CEDO4.SA,2023-04-10,4.110000133514404,4.199999809265137,3.25,3.25,2016900.0,3.25,0.0,0.15053763440860216,0,0
CEDO4.SA,2023-04-11,3.3399999141693115,3.3499999046325684,3.0899999141693115,3.200000047683716,135900.0,3.200000047683716,0.16666666666666666,0.16129032258064516,0,0
CEDO4.SA,2023-04-12,3.240000009536743,3.390000104904175,3.180000066757202,3.390000104904175,63800.0,3.390000104904175,0.3333333333333333,0.17204301075268819,0,0
CEDO4.SA,2023-04-13,3.430000066757202,3.5,3.2200000286102295,3.2799999713897705,41100.0,3.2799999713897705,0.5,0.1827956989247312,0,0
CEDO4.SA,2023-04-16,3.25,3.259999990463257,3.240000009536743,3.240000009536743,1300.0,3.240000009536743,1.0,0.21505376344086022,0,0
CEDO4.SA,2023-04-17,3.200000047683716,3.2899999618530273,3.180000066757202,3.25,14400.0,3.25,0.0,0.22580645161290322,0,0
CEDO4.SA,2023-04-18,3.2699999809265137,3.2699999809265137,3.1600000858306885,3.1600000858306885,11200.0,3.1600000858306885,0.16666666666666666,0.23655913978494625,0,0
CEDO4.SA,2023-04-19,3.2100000381469727,3.2300000190734863,3.2100000381469727,3.2300000190734863,500.0,3.2300000190734863,0.3333333333333333,0.24731182795698925,0,0
CEDO4.SA,2023-04-23,3.240000009536743,4.199999809265137,3.240000009536743,4.090000152587891,68400.0,4.090000152587891,1.0,0.2903225806451613,0,0
CEDO4.SA,2023-04-24,4.679999828338623,4.730000019073486,3.9100000858306885,4.099999904632568,6400.0,4.099999904632568,0.0,0.3010752688172043,0,0
CEDO4.SA,2023-04-25,4.099999904632568,4.099999904632568,3.450000047683716,3.450000047683716,12200.0,3.450000047683716,0.16666666666666666,0.3118279569892473,0,0
CEDO4.SA,2023-04-26,3.490000009536743,3.7200000286102295,3.490000009536743,3.559999942779541,8000.0,3.559999942779541,0.3333333333333333,0.3225806451612903,0,0
CEDO4.SA,2023-04-27,3.630000114440918,3.740000009536743,3.559999942779541,3.7300000190734863,6400.0,3.7300000190734863,0.5,0.3333333333333333,0,0
