symbol,date,open,high,low,close,volume,adjclose,weekday,yearday,dividends
GMAT3.SA,2023-06-27,8.0,8.130000114440918,7.539999961853027,7.610000133514404,7745500,7.610000133514404,0.5,0.5,0
