symbol,date,open,high,low,close,volume,adjclose,splits,weekday,yearday,dividends
CASH3.SA,2023-03-28,10.0,10.199999809265137,9.800000190734863,10.0,1947880.0,10.0,0.0,0.16666666666666666,0.0,0.0
CASH3.SA,2023-03-29,10.100000381469727,10.300000190734863,9.800000190734863,10.100000381469727,2163860.0,10.100000381469727,0.0,0.3333333333333333,0.010752688172043012,0.0
CASH3.SA,2023-03-30,10.0,10.100000381469727,9.800000190734863,10.100000381469727,1462540.0,10.100000381469727,0.0,0.5,0.021505376344086023,0.0
CASH3.SA,2023-03-31,10.0,10.100000381469727,9.800000190734863,10.100000381469727,1462540.0,10.100000381469727,0.0,0.5,0.021505376344086023,0.0
CASH3.SA,2023-04-02,10.199999809265137,10.300000190734863,9.600000381469727,9.699999809265137,2329180.0,9.699999809265137,0.0,1.0,0.053763440860215055,0.0
CASH3.SA,2023-04-03,9.699999809265137,9.899999618530273,9.399999618530273,9.5,1475550.0,9.5,0.0,0.0,0.06451612903225806,0.0
CASH3.SA,2023-04-04,9.5,9.600000381469727,9.100000381469727,9.199999809265137,1319600.0,9.199999809265137,0.0,0.16666666666666666,0.07526881720430108,0.0
CASH3.SA,2023-04-05,9.199999809265137,9.300000190734863,8.800000190734863,8.899999618530273,1174480.0,8.899999618530273,0.0,0.3333333333333333,0.08602150537634409,0.0
CASH3.SA,2023-04-06,9.199999809265137,9.300000190734863,8.800000190734863,8.899999618530273,1174480.0,8.899999618530273,0.0,0.3333333333333333,0.08602150537634409,0.0
CASH3.SA,2023-04-09,9.0,9.100000381469727,8.600000381469727,8.600000381469727,4022390.0,8.600000381469727,0.0,1.0,0.12903225806451613,0.0
CASH3.SA,2023-04-10,8.800000190734863,9.199999809265137,8.699999809265137,9.199999809265137,2195680.0,9.199999809265137,0.0,0.0,0.13978494623655913,0.0
CASH3.SA,2023-04-11,9.199999809265137,9.699999809265137,9.100000381469727,9.300000190734863,2459290.0,9.300000190734863,0.0,0.16666666666666666,0.15053763440860216,0.0
CASH3.SA,2023-04-12,9.300000190734863,9.800000190734863,9.199999809265137,9.5,2237850.0,9.5,0.0,0.3333333333333333,0.16129032258064516,0.0
CASH3.SA,2023-04-13,9.600000381469727,9.699999809265137,9.300000190734863,9.399999618530273,1663380.0,9.399999618530273,0.0,0.5,0.17204301075268819,0.0
CASH3.SA,2023-04-14,9.600000381469727,9.699999809265137,9.300000190734863,9.399999618530273,1663380.0,9.399999618530273,0.0,0.5,0.17204301075268819,0.0
CASH3.SA,2023-04-16,9.399999618530273,9.600000381469727,9.399999618530273,9.399999618530273,953570.0,9.399999618530273,0.0,1.0,0.20430107526881722,0.0
CASH3.SA,2023-04-17,9.5,9.600000381469727,9.199999809265137,9.399999618530273,1927030.0,9.399999618530273,0.0,0.0,0.21505376344086022,0.0
CASH3.SA,2023-04-18,9.300000190734863,9.300000190734863,9.0,9.100000381469727,2180110.0,9.100000381469727,0.0,0.16666666666666666,0.22580645161290322,0.0
CASH3.SA,2023-04-19,9.100000381469727,9.199999809265137,8.800000190734863,9.0,1422660.0,9.0,0.0,0.3333333333333333,0.23655913978494625,0.0
CASH3.SA,2023-04-20,9.100000381469727,9.199999809265137,8.800000190734863,9.0,1422660.0,9.0,0.0,0.3333333333333333,0.23655913978494625,0.0
CASH3.SA,2023-04-23,9.0,9.100000381469727,8.600000381469727,8.800000190734863,2149270.0,8.800000190734863,0.0,1.0,0.27956989247311825,0.0
CASH3.SA,2023-04-24,8.699999809265137,8.699999809265137,8.300000190734863,8.399999618530273,1779800.0,8.399999618530273,0.0,0.0,0.2903225806451613,0.0
CASH3.SA,2023-04-25,8.399999618530273,8.5,8.199999809265137,8.399999618530273,1262080.0,8.399999618530273,0.0,0.16666666666666666,0.3010752688172043,0.0
CASH3.SA,2023-04-26,8.399999618530273,8.5,8.0,8.199999809265137,1555880.0,8.199999809265137,0.0,0.3333333333333333,0.3118279569892473,0.0
CASH3.SA,2023-04-27,8.199999809265137,8.800000190734863,8.199999809265137,8.600000381469727,1714930.0,8.600000381469727,0.0,0.5,0.3225806451612903,0.0
CASH3.SA,2023-04-28,8.199999809265137,8.800000190734863,8.199999809265137,8.600000381469727,1714930.0,8.600000381469727,0.0,0.5,0.3225806451612903,0.0
CASH3.SA,2023-05-01,8.5,8.600000381469727,8.100000381469727,8.199999809265137,1236930.0,8.199999809265137,0.0,0.0,0.3655913978494624,0.0
CASH3.SA,2023-05-02,8.199999809265137,8.399999618530273,8.0,8.100000381469727,1500330.0,8.100000381469727,0.0,0.16666666666666666,0.3763440860215054,0.0
CASH3.SA,2023-05-03,8.300000190734863,8.5,8.100000381469727,8.199999809265137,1806960.0,8.199999809265137,0.0,0.3333333333333333,0.3870967741935484,0.0
CASH3.SA,2023-05-04,8.300000190734863,8.800000190734863,8.199999809265137,8.800000190734863,1804230.0,8.800000190734863,0.0,0.5,0.3978494623655914,0.0
CASH3.SA,2023-05-05,8.300000190734863,8.800000190734863,8.199999809265137,8.800000190734863,1804230.0,8.800000190734863,0.0,0.5,0.3978494623655914,0.0
CASH3.SA,2023-05-07,8.800000190734863,9.100000381469727,8.600000381469727,8.600000381469727,1198530.0,8.600000381469727,0.0,1.0,0.43010752688172044,0.0
CASH3.SA,2023-05-08,8.600000381469727,9.0,8.399999618530273,8.800000190734863,1796750.0,8.800000190734863,0.0,0.0,0.44086021505376344,0.0
CASH3.SA,2023-05-09,8.899999618530273,9.600000381469727,8.800000190734863,8.899999618530273,4311950.0,8.899999618530273,0.0,0.16666666666666666,0.45161290322580644,0.0
CASH3.SA,2023-05-10,8.899999618530273,9.199999809265137,8.800000190734863,8.899999618530273,1857500.0,8.899999618530273,0.0,0.3333333333333333,0.46236559139784944,0.0
CASH3.SA,2023-05-11,8.899999618530273,9.0,8.699999809265137,8.800000190734863,1074410.0,8.800000190734863,0.0,0.5,0.4731182795698925,0.0
CASH3.SA,2023-05-12,8.899999618530273,9.0,8.699999809265137,8.800000190734863,1074410.0,8.800000190734863,0.0,0.5,0.4731182795698925,0.0
CASH3.SA,2023-05-14,8.800000190734863,8.800000190734863,8.600000381469727,8.699999809265137,750150.0,8.699999809265137,0.0,1.0,0.5053763440860215,0.0
CASH3.SA,2023-05-15,8.600000381469727,8.699999809265137,8.199999809265137,8.300000190734863,1490050.0,8.300000190734863,0.0,0.0,0.5161290322580645,0.0
CASH3.SA,2023-05-16,8.399999618530273,8.5,8.100000381469727,8.300000190734863,1519460.0,8.300000190734863,0.0,0.16666666666666666,0.5268817204301075,0.0
CASH3.SA,2023-05-17,8.199999809265137,8.699999809265137,8.199999809265137,8.5,2278420.0,8.5,0.0,0.3333333333333333,0.5376344086021505,0.0
CASH3.SA,2023-05-18,8.600000381469727,8.699999809265137,8.5,8.600000381469727,1442030.0,8.600000381469727,0.0,0.5,0.5483870967741935,0.0
CASH3.SA,2023-05-19,8.600000381469727,8.699999809265137,8.5,8.600000381469727,1442030.0,8.600000381469727,0.0,0.5,0.5483870967741935,0.0
CASH3.SA,2023-05-21,8.600000381469727,8.699999809265137,8.300000190734863,8.399999618530273,1505640.0,8.399999618530273,0.0,1.0,0.5806451612903226,0.0
CASH3.SA,2023-05-22,8.399999618530273,8.5,8.300000190734863,8.399999618530273,963070.0,8.399999618530273,0.0,0.0,0.5913978494623656,0.0
CASH3.SA,2023-05-23,8.300000190734863,8.899999618530273,8.100000381469727,8.600000381469727,2922550.0,8.600000381469727,0.0,0.16666666666666666,0.6021505376344086,0.0
CASH3.SA,2023-05-24,8.800000190734863,8.899999618530273,8.300000190734863,8.5,3218930.0,8.5,0.0,0.3333333333333333,0.6129032258064516,0.0
CASH3.SA,2023-05-25,8.5,8.800000190734863,8.300000190734863,8.699999809265137,3052190.0,8.699999809265137,0.0,0.5,0.6236559139784946,0.0
CASH3.SA,2023-05-26,8.5,8.800000190734863,8.300000190734863,8.699999809265137,3052190.0,8.699999809265137,0.0,0.5,0.6236559139784946,0.0
CASH3.SA,2023-05-28,8.600000381469727,8.899999618530273,8.5,8.899999618530273,978920.0,8.899999618530273,0.0,1.0,0.6559139784946236,0.0
CASH3.SA,2023-05-29,8.899999618530273,9.199999809265137,8.699999809265137,9.0,1927600.0,9.0,0.0,0.0,0.6666666666666666,0.0
CASH3.SA,2023-05-30,9.0,9.100000381469727,8.800000190734863,8.899999618530273,919000.0,8.899999618530273,0.0,0.16666666666666666,0.6774193548387096,0.0
CASH3.SA,2023-05-31,8.699999809265137,9.3100004196167,8.199999809265137,9.0,8021200.0,9.0,0.1,0.3333333333333333,0.6881720430107527,0.0
CASH3.SA,2023-06-01,9.319999694824219,9.789999961853027,9.140000343322754,9.239999771118164,3287800.0,9.239999771118164,0.0,0.5,0.6989247311827957,0.0
CASH3.SA,2023-06-02,9.319999694824219,9.789999961853027,9.140000343322754,9.239999771118164,3287800.0,9.239999771118164,0.0,0.5,0.6989247311827957,0.0
CASH3.SA,2023-06-04,9.239999771118164,9.350000381469727,8.8100004196167,9.079999923706055,7326800.0,9.079999923706055,0.0,1.0,0.7311827956989247,0.0
CASH3.SA,2023-06-05,9.100000381469727,9.630000114440918,9.09000015258789,9.4399995803833,3604700.0,9.4399995803833,0.0,0.0,0.7419354838709677,0.0
CASH3.SA,2023-06-06,9.479999542236328,9.619999885559082,9.029999732971191,9.25,2265700.0,9.25,0.0,0.16666666666666666,0.7526881720430108,0.0
CASH3.SA,2023-06-07,9.479999542236328,9.619999885559082,9.029999732971191,9.25,2265700.0,9.25,0.0,0.16666666666666666,0.7526881720430108,0.0
CASH3.SA,2023-06-08,9.300000190734863,9.4399995803833,9.130000114440918,9.15999984741211,1858500.0,9.15999984741211,0.0,0.5,0.7741935483870968,0.0
CASH3.SA,2023-06-09,9.300000190734863,9.4399995803833,9.130000114440918,9.15999984741211,1858500.0,9.15999984741211,0.0,0.5,0.7741935483870968,0.0
CASH3.SA,2023-06-11,9.199999809265137,9.220000267028809,9.010000228881836,9.170000076293945,1692800.0,9.170000076293945,0.0,1.0,0.8064516129032258,0.0
CASH3.SA,2023-06-12,9.1899995803833,9.210000038146973,8.680000305175781,8.699999809265137,2941000.0,8.699999809265137,0.0,0.0,0.8172043010752689,0.0
CASH3.SA,2023-06-13,8.739999771118164,8.899999618530273,8.5,8.8100004196167,3420300.0,8.8100004196167,0.0,0.16666666666666666,0.8279569892473119,0.0
CASH3.SA,2023-06-14,8.829999923706055,9.079999923706055,8.760000228881836,9.010000228881836,2140900.0,9.010000228881836,0.0,0.3333333333333333,0.8387096774193549,0.0
CASH3.SA,2023-06-15,9.010000228881836,9.010000228881836,8.8100004196167,8.850000381469727,1430100.0,8.850000381469727,0.0,0.5,0.8494623655913979,0.0
CASH3.SA,2023-06-16,9.010000228881836,9.010000228881836,8.8100004196167,8.850000381469727,1430100.0,8.850000381469727,0.0,0.5,0.8494623655913979,0.0
CASH3.SA,2023-06-18,8.84000015258789,8.930000305175781,8.640000343322754,8.880000114440918,2474500.0,8.880000114440918,0.0,1.0,0.8817204301075269,0.0
CASH3.SA,2023-06-19,8.850000381469727,8.899999618530273,8.6899995803833,8.75,1514700.0,8.75,0.0,0.0,0.8924731182795699,0.0
CASH3.SA,2023-06-20,8.739999771118164,8.789999961853027,8.380000114440918,8.579999923706055,3579000.0,8.579999923706055,0.0,0.16666666666666666,0.9032258064516129,0.0
CASH3.SA,2023-06-21,8.510000228881836,8.550000190734863,8.199999809265137,8.300000190734863,2049000.0,8.300000190734863,0.0,0.3333333333333333,0.9139784946236559,0.0
CASH3.SA,2023-06-22,8.449999809265137,8.449999809265137,8.020000457763672,8.079999923706055,3235000.0,8.079999923706055,0.0,0.5,0.9247311827956989,0.0
CASH3.SA,2023-06-23,8.449999809265137,8.449999809265137,8.020000457763672,8.079999923706055,3235000.0,8.079999923706055,0.0,0.5,0.9247311827956989,0.0
CASH3.SA,2023-06-25,8.069999694824219,8.109999656677246,7.800000190734863,7.860000133514404,3402700.0,7.860000133514404,0.0,1.0,0.956989247311828,0.0
