symbol,date,open,high,low,close,volume,adjclose,weekday,yearday,dividends
CSUD3.SA,2023-06-27,13.3100004196167,13.399999618530273,12.850000381469727,12.979999542236328,53800,12.979999542236328,0.5,0.5,0
