symbol,date,open,high,low,close,volume,adjclose,weekday,yearday,dividends
USIM3.SA,2023-06-27,7.389999866485596,7.429999828338623,7.260000228881836,7.309999942779541,219600,7.309999942779541,0.5,0.5,0
