symbol,date,open,high,low,close,volume,adjclose,weekday,yearday,dividends
RAPT3.SA,2023-06-27,9.789999961853027,9.850000381469727,9.760000228881836,9.770000457763672,1000,9.770000457763672,0.5,0.5,0
