symbol,date,open,high,low,close,volume,adjclose,weekday,yearday,dividends
EMBR3.SA,2023-06-27,17.270000457763672,17.5,16.940000534057617,17.43000030517578,9767400,17.43000030517578,0.5,0.5,0
