symbol,date,open,high,low,close,volume,adjclose,weekday,yearday,dividends
SLED3.SA,2023-06-27,6.510000228881836,6.900000095367432,6.21999979019165,6.300000190734863,15800,6.300000190734863,0.5,0.5,0
