symbol,date,open,high,low,close,volume,adjclose,weekday,yearday,dividends
JBSS3.SA,2023-06-27,16.81999969482422,17.149999618530273,16.6200008392334,17.059999465942383,11758500,17.059999465942383,0.5,0.5,0
