symbol,date,open,high,low,close,volume,adjclose,weekday,yearday,dividends
BMIN4.SA,2023-06-27,14.600000381469727,14.600000381469727,14.600000381469727,14.600000381469727,100,14.600000381469727,0.5,0.5,0
