symbol,date,open,high,low,close,volume,adjclose,weekday,yearday,dividends
PMAM3.SA,2023-06-27,4.96999979019165,4.989999771118164,4.650000095367432,4.71999979019165,37700,4.71999979019165,0.5,0.5,0
