symbol,date,open,high,low,close,volume,adjclose,weekday,yearday,dividends,splits
SEQL3.SA,2023-03-28,2.6600000858306885,2.6600000858306885,2.109999895095825,2.140000104904175,12012700.0,2.140000104904175,0.16666666666666666,0.0,0.0,0.0
SEQL3.SA,2023-03-29,2.200000047683716,2.2200000286102295,2.0199999809265137,2.1700000762939453,11235400.0,2.1700000762939453,0.3333333333333333,0.010752688172043012,0.0,0.0
SEQL3.SA,2023-03-30,2.190000057220459,2.200000047683716,2.0399999618530273,2.0399999618530273,3705800.0,2.0399999618530273,0.5,0.021505376344086023,0.0,0.0
SEQL3.SA,2023-03-31,2.190000057220459,2.200000047683716,2.0399999618530273,2.0399999618530273,3705800.0,2.0399999618530273,0.5,0.021505376344086023,0.0,0.0
SEQL3.SA,2023-04-02,2.009999990463257,2.0199999809265137,1.850000023841858,1.850000023841858,7880200.0,1.850000023841858,1.0,0.053763440860215055,0.0,0.0
SEQL3.SA,2023-04-03,1.8700000047683716,1.899999976158142,1.5700000524520874,1.6399999856948853,13270800.0,1.6399999856948853,0.0,0.06451612903225806,0.0,0.0
SEQL3.SA,2023-04-04,1.6699999570846558,1.7599999904632568,1.5399999618530273,1.6399999856948853,8808600.0,1.6399999856948853,0.16666666666666666,0.07526881720430108,0.0,0.0
SEQL3.SA,2023-04-05,1.6200000047683716,1.6799999475479126,1.5099999904632568,1.600000023841858,6955200.0,1.600000023841858,0.3333333333333333,0.08602150537634409,0.0,0.0
SEQL3.SA,2023-04-06,1.6200000047683716,1.6799999475479126,1.5099999904632568,1.600000023841858,6955200.0,1.600000023841858,0.3333333333333333,0.08602150537634409,0.0,0.0
SEQL3.SA,2023-04-09,1.6200000047683716,1.7200000286102295,1.5800000429153442,1.6699999570846558,3402300.0,1.6699999570846558,1.0,0.12903225806451613,0.0,0.0
SEQL3.SA,2023-04-10,1.7400000095367432,1.8700000047683716,1.7100000381469727,1.7999999523162842,4747000.0,1.7999999523162842,0.0,0.13978494623655913,0.0,0.0
SEQL3.SA,2023-04-11,1.8300000429153442,1.9299999475479126,1.75,1.8700000047683716,6958200.0,1.8700000047683716,0.16666666666666666,0.15053763440860216,0.0,0.0
SEQL3.SA,2023-04-12,1.8600000143051147,2.0399999618530273,1.8200000524520874,1.940000057220459,4076400.0,1.940000057220459,0.3333333333333333,0.16129032258064516,0.0,0.0
