symbol,date,open,high,low,close,volume,adjclose,weekday,yearday,dividends
TIMS3.SA,2023-06-27,14.34000015258789,14.380000114440918,14.100000381469727,14.199999809265137,4229500,14.199999809265137,0.5,0.5,0
