symbol,date,open,high,low,close,volume,adjclose,weekday,yearday,dividends
ALLD3.SA,2023-06-27,6.829999923706055,6.829999923706055,6.510000228881836,6.519999980926514,86500,6.519999980926514,0.5,0.5,0
