symbol,date,open,high,low,close,volume,adjclose,weekday,yearday,dividends
CTSA3.SA,2023-06-27,4.309999942779541,4.309999942779541,4.150000095367432,4.159999847412109,17100,4.159999847412109,0.5,0.5,0
