symbol,date,open,high,low,close,volume,adjclose,dividends,weekday,yearday
SHUL4.SA,2023-06-27,6.130000114440918,6.139999866485596,5.920000076293945,6.039999961853027,232700,6.039999961853027,0.041235,0.5,0.5
