symbol,date,open,high,low,close,volume,adjclose,weekday,yearday,dividends
PINE4.SA,2023-06-27,2.700000047683716,2.7300000190734863,2.4800000190734863,2.7300000190734863,418900,2.7300000190734863,0.5,0.5,0
