symbol,date,open,high,low,close,volume,adjclose,weekday,yearday,dividends
KLBN4.SA,2023-06-27,4.460000038146973,4.46999979019165,4.400000095367432,4.420000076293945,2181300,4.420000076293945,0.5,0.5,0
