symbol,date,open,high,low,close,volume,adjclose,weekday,yearday,dividends
VVEO3.SA,2023-06-27,20.100000381469727,20.100000381469727,19.540000915527344,19.739999771118164,82100,19.739999771118164,0.5,0.5,0
