symbol,date,open,high,low,close,volume,adjclose,weekday,yearday,dividends
ECOR3.SA,2023-06-27,6.849999904632568,6.880000114440918,6.400000095367432,6.570000171661377,5716100,6.570000171661377,0.5,0.5,0
