symbol,date,open,high,low,close,volume,adjclose,weekday,yearday,dividends
SIMH3.SA,2023-06-27,9.15999984741211,9.3100004196167,8.8100004196167,8.899999618530273,4554400,8.899999618530273,0.5,0.5,0
