symbol,date,open,high,low,close,volume,adjclose,dividends,weekday,yearday
MMAQ4.SA,2023-05-31,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.3333333333333333,0.7142857142857143
MMAQ4.SA,2023-06-01,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.5,0.7252747252747253
MMAQ4.SA,2023-06-04,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,1.0,0.7582417582417582
MMAQ4.SA,2023-06-05,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.0,0.7692307692307693
MMAQ4.SA,2023-06-06,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.16666666666666666,0.7802197802197802
MMAQ4.SA,2023-06-08,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.5,0.8021978021978022
MMAQ4.SA,2023-06-11,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,1.0,0.8351648351648352
MMAQ4.SA,2023-06-12,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.0,0.8461538461538461
MMAQ4.SA,2023-06-13,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.16666666666666666,0.8571428571428571
MMAQ4.SA,2023-06-14,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.3333333333333333,0.8681318681318682
MMAQ4.SA,2023-06-15,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.5,0.8791208791208791
MMAQ4.SA,2023-06-19,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.0,0.9230769230769231
MMAQ4.SA,2023-06-20,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.16666666666666666,0.9340659340659341
MMAQ4.SA,2023-06-21,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.3333333333333333,0.945054945054945
MMAQ4.SA,2023-06-22,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.5,0.9560439560439561
MMAQ4.SA,2023-06-26,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.0,1.0
