symbol,date,open,high,low,close,volume,adjclose,weekday,yearday,dividends
RSID3.SA,2023-06-27,4.989999771118164,5.289999961853027,4.760000228881836,4.760000228881836,82800,4.760000228881836,0.5,0.5,0
