symbol,date,open,high,low,close,volume,adjclose,weekday,yearday,dividends
BDLL3.SA,2023-06-27,11.470000267028809,11.470000267028809,11.470000267028809,11.470000267028809,100,11.470000267028809,0.5,0.5,0
