symbol,date,open,high,low,close,volume,adjclose,weekday,yearday,dividends
NINJ3.SA,2023-06-27,3.609999895095825,3.7899999618530273,3.4200000762939453,3.609999895095825,205300,3.609999895095825,0.5,0.5,0
