symbol,date,open,high,low,close,volume,adjclose,weekday,yearday,dividends
CEAB3.SA,2023-06-27,5.5,5.739999771118164,5.090000152587891,5.21999979019165,7870700,5.21999979019165,0.5,0.5,0
