symbol,date,open,high,low,close,volume,adjclose,weekday,yearday,dividends
SANB4.SA,2023-06-27,16.360000610351562,16.540000915527344,16.260000228881836,16.260000228881836,80100,16.260000228881836,0.5,0.5,0
