symbol,date,open,high,low,close,volume,adjclose,weekday,yearday,dividends
TAEE4.SA,2023-06-27,12.640000343322754,12.699999809265137,12.390000343322754,12.510000228881836,248600,12.510000228881836,0.5,0.5,0
