symbol,date,open,high,low,close,volume,adjclose,weekday,yearday,dividends
ITUB3.SA,2023-06-27,24.690000534057617,24.81999969482422,24.209999084472656,24.469999313354492,992000,24.469999313354492,0.5,0.5,0
